HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,,,Answer.hedge_judgement0,Answer.hedge_judgement1,Answer.hedge_judgement2,Answer.hedge_judgement3,Answer.hedge_judgement4,Answer.hedge_judgement5,Answer.hedge_judgement6,Answer.hedge_judgement7,Answer.hedge_judgement8,Answer.hedge_judgement9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
3T6EIBTM9KNB44JFUWRZ0TPQ8NGAAU,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,35GMH2SV3EG6I5SMAM35LRU84C3EOZ,A2CPBDUGX4QF2C,Approved,Fri Oct 09 11:53:34 PDT 2015,Fri Oct 09 11:54:48 PDT 2015,Fri Oct 09 23:54:48 PDT 2015,Fri Oct 09 14:13:02 PDT 2015,,,74,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,n,y,n,n,y,n,y,y,n,n,NONE,likely; rather,NONE,practically,thought,virtually,NONE,unlikely; likely,NONE,seemingly,,
3T6EIBTM9KNB44JFUWRZ0TPQ8NGAAU,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3KWTYT08702YG1WWMTUAPGK0VLA5LU,ABT7QTMIYXYO0,Approved,Tue Oct 06 05:58:26 PDT 2015,Tue Oct 06 06:00:23 PDT 2015,Tue Oct 06 18:00:23 PDT 2015,Tue Oct 06 08:22:59 PDT 2015,,,117,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,n,n,n,n,y,n,y,y,n,y,NONE,NONE,NONE,practically,thought,virtually,NONE,likely,NONE,NONE,,
3T6EIBTM9KNB44JFUWRZ0TPQ8NGAAU,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3VELCLL3GKIDSRLHZVP0RD20NMWF1N,A5V3ZMQI0PU3F,Approved,Wed Oct 07 15:27:40 PDT 2015,Wed Oct 07 15:31:55 PDT 2015,Thu Oct 08 03:31:55 PDT 2015,2015-10-08 10:34:33 UTC,,,255,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,n,y,n,n,y,n,y,y,n,n,NONE,the like,NONE,practically,I thought,virtually,NONE,unlikely; will likely be,NONE,small percentage; seemingly,,
3H5TOKO3D8IVFDRVVI0W7L14LSD645,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,33FOTY3KEMK6PF178TZZJ7HXVKQC1M,A219VCQZADQ45W,Approved,Sat Oct 24 11:44:24 PDT 2015,Sat Oct 24 11:45:56 PDT 2015,Sat Oct 24 23:45:56 PDT 2015,Sat Oct 24 15:14:09 PDT 2015,,,92,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,n,n,y,n,y,y,y,y,n,{},{},{},{},{},{},{},don't expect,tentative,seems certain,,
3H5TOKO3D8IVFDRVVI0W7L14LSD645,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3J88R45B2GXX95V4KR6CYGK5ZR2XPD,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:33:48 PDT 2015,Sun Oct 25 12:35:01 PDT 2015,Mon Oct 26 00:35:01 PDT 2015,2015-10-26 07:35:17 UTC,,,73,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,n,n,y,n,y,y,y,n,y,NONE,NONE,NONE,NONE,NONE,NONE,NONE,don't expect,{},NONE,,
3H5TOKO3D8IVFDRVVI0W7L14LSD645,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3LRLIPTPEQ8K21QVWP9QIRN84EUAKS,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:18:42 PDT 2015,Fri Oct 23 18:24:27 PDT 2015,Sat Oct 24 06:24:27 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,345,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,y,y,y,n,n,n,y,y,n,NONE,nearly,overwhelmingly; way out of,NONE,NONE,would say,few,expect,tentative; about,seems,,
3H5TOKO3D8IVFDRVVI0W7L14LSD645,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3N2BF7Y2VQTU2CYCN7WYEQ2G6XIHMK,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:24:32 PDT 2015,Sun Oct 25 13:25:25 PDT 2015,Mon Oct 26 01:25:25 PDT 2015,2015-10-26 08:30:17 UTC,,,53,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,n,n,n,y,n,y,y,n,n,NONE,NONE,NONE,believe,if,"if, would",NONE,expect,NONE,seems,,
3LN50BUKPUAZNRGLG6YMZ2UW1LGLP4,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,30LB5CDZNC9JQJRZ4OF7G0Z8VTS0ZQ,A5V3ZMQI0PU3F,Approved,Sat Oct 10 13:34:57 PDT 2015,Sat Oct 10 13:42:55 PDT 2015,Sun Oct 11 01:42:55 PDT 2015,2015-10-11 08:44:33 UTC,,,478,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,y,y,y,n,n,n,y,y,n,NONE,nearly,overwhelmingly; way out of,NONE,NONE,I would say,few,don't expect,tentative; about,seems,,
3LN50BUKPUAZNRGLG6YMZ2UW1LGLP4,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3H0W84IWBK19FIK22EK9FMZCE6ZERV,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:05:01 PDT 2015,Tue Oct 06 06:07:17 PDT 2015,Tue Oct 06 18:07:17 PDT 2015,Tue Oct 06 08:22:59 PDT 2015,,,136,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,n,n,y,n,n,y,y,y,n,NONE,NONE,NONE,NONE,NONE,Would't be,NONE,don't expect,tentative,seems,,
3LN50BUKPUAZNRGLG6YMZ2UW1LGLP4,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3R8YZBNQ9HHOU2QS2RH34MXRXQLQ71,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:52:23 PDT 2015,Fri Oct 09 12:53:39 PDT 2015,Sat Oct 10 00:53:39 PDT 2015,Fri Oct 09 14:13:01 PDT 2015,,,76,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,n,n,n,n,y,n,y,n,n,n,NONE,NONE,NONE,believe,if,tbh,NONE,NONE,NONE,seems,,
31MBOZ6PANQGT27HB1CGF2VP30ILC4,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,36AHBNMV1RBDKDIOKE1JH0APNFUDYO,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:35:06 PDT 2015,Sun Oct 25 12:36:21 PDT 2015,Mon Oct 26 00:36:21 PDT 2015,2015-10-26 07:40:17 UTC,,,75,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,n,n,y,y,n,y,n,n,n,y,NONE,NONE,kind of,{},NONE,NONE,seems,NONE,NONE,NONE,,
31MBOZ6PANQGT27HB1CGF2VP30ILC4,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,39DD6S19JPAIH96TCVEM1P1CTL4ZEZ,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:10:01 PDT 2015,Sun Oct 25 13:10:43 PDT 2015,Mon Oct 26 01:10:43 PDT 2015,2015-10-26 08:15:17 UTC,,,42,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,y,n,y,n,n,y,n,n,n,n,if,NONE,kind; of,occasionally; various,NONE,NONE,seems; pretty,NONE,NONE,some,,
31MBOZ6PANQGT27HB1CGF2VP30ILC4,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3CFVK00FWLKUZ5WARC4FHMY1X4D6LN,A219VCQZADQ45W,Approved,Sat Oct 24 11:16:15 PDT 2015,Sat Oct 24 11:18:49 PDT 2015,Sat Oct 24 23:18:49 PDT 2015,Sat Oct 24 15:14:08 PDT 2015,,,154,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,y,n,y,n,n,y,n,n,n,n,If,{},kind of,occasionally,{},{},seems to be,{},{},there are some,,
31MBOZ6PANQGT27HB1CGF2VP30ILC4,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3PMBY0YE272OEK42C6ESYDZGTND9C9,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:54:49 PDT 2015,Fri Oct 23 19:02:26 PDT 2015,Sat Oct 24 07:02:26 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,457,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,n,n,y,n,n,y,n,n,n,n,NONE,NONE,kind of,occasionally,NONE,NONE,seems;   pretty moderate,NONE,NONE,less than average,,
