HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,Answer.example,Answer.example1,Answer.hedge_judgment0,Answer.hedge_judgment1,Answer.hedge_judgment2,Answer.hedge_judgment3,Answer.hedge_judgment4,Answer.hedge_judgment5,Answer.hedge_judgment6,Answer.hedge_judgment7,Answer.hedge_judgment8,Answer.hedge_judgment9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
3RSBJ6YZEBPV2ZUOFVI9FPKMUKXFOB,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3FFJ6VRIL1NXVT2P4KRLG5WIZOJI0K,AA7LA8WQNABDT,Approved,Sun Oct 11 12:53:01 PDT 2015,Sun Oct 11 12:55:48 PDT 2015,Mon Oct 12 00:55:48 PDT 2015,2015-10-12 07:59:33 UTC,,,167,100% (2/2),100% (2/2),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",1,5,1,3,1,3,5,3,3,5,1,1,{},possible,{},consider,"know, more","something, seems",contemplated,"sounds, like",{},{},,
3RSBJ6YZEBPV2ZUOFVI9FPKMUKXFOB,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3IAEQB9FMEJ9V8NO5DJVW3P9720WDZ,A2CPBDUGX4QF2C,Approved,Fri Oct 09 11:50:10 PDT 2015,Fri Oct 09 11:51:21 PDT 2015,Fri Oct 09 23:51:21 PDT 2015,Fri Oct 09 14:14:04 PDT 2015,,,71,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,1,3,1,1,1,2,1,3,1,1,{},possible,{},{},{},seems,{},sounds; like,{},{},,
36FFXPMST8NFGVLUAL69IAWZAZBOHJ,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3C44YUNSI1OJBZQNTR5049HDE53DPR,A2CPBDUGX4QF2C,Approved,Fri Oct 09 13:03:52 PDT 2015,Fri Oct 09 13:04:37 PDT 2015,Sat Oct 10 01:04:37 PDT 2015,Fri Oct 09 14:14:04 PDT 2015,,,45,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,3,1,1,1,3,1,1,1,3,NONE,suppose; like,NONE,NONE,NONE,maybe,NONE,NONE,NONE,partially,,
3HA5ODM5K9RZWO87MR4MHGX9F3OVSC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,33FBRBDW6OYO0FLS7E8EYH4559KC8S,A5V3ZMQI0PU3F,Approved,Sat Oct 10 13:49:24 PDT 2015,Sat Oct 10 13:55:36 PDT 2015,Sun Oct 11 01:55:36 PDT 2015,2015-10-11 08:59:33 UTC,,,372,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,3,1,2,1,3,1,1,1,1,NONE,possibly,NONE,closer to; around,NONE,I guess,NONE,NONE,NONE,NONE,,
3HA5ODM5K9RZWO87MR4MHGX9F3OVSC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3COPXFW7XBBRP5WXL8RN8MC3YEVKP6,A2CPBDUGX4QF2C,Approved,Fri Oct 09 11:57:27 PDT 2015,Fri Oct 09 11:58:25 PDT 2015,Fri Oct 09 23:58:25 PDT 2015,Fri Oct 09 14:14:04 PDT 2015,,,58,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,3,1,3,1,3,1,1,1,3,NONE,possibly,NONE,somehow,NONE,guess,NONE,NONE,NONE,believe,,
3HA5ODM5K9RZWO87MR4MHGX9F3OVSC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3KAKFY4PGU1TCL1MN794I3UO0LNI31,ABT7QTMIYXYO0,Approved,Tue Oct 06 05:47:04 PDT 2015,Tue Oct 06 05:54:08 PDT 2015,Tue Oct 06 17:54:08 PDT 2015,Tue Oct 06 08:24:32 PDT 2015,,,424,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,3,1,1,1,4,1,1,1,1,NONE,possibly,NONE,NONE,NONE,I guess,NONE,NONE,NONE,NONE,,
3XBXDSS887I4W0IC2X83TFGZ3KPLXS,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,33CID57104SV2M9S8A6HAJMGHPV3LE,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:49:46 PDT 2015,Tue Oct 06 06:51:17 PDT 2015,Tue Oct 06 18:51:17 PDT 2015,Tue Oct 06 08:24:33 PDT 2015,,,91,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,1,1,1,2,3,4,1,2,1,3,NONE,NONE,NONE,practically,thought,virtually,NONE,likely,NONE,seemingly,,
3XBXDSS887I4W0IC2X83TFGZ3KPLXS,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,37W3JXSD667CTJIF19699OZAQ40YWW,A14WWG6NKBDWGP,Approved,Sat Oct 10 13:25:25 PDT 2015,Sat Oct 10 13:27:01 PDT 2015,Sun Oct 11 01:27:01 PDT 2015,2015-10-11 08:29:33 UTC,,,96,100% (8/8),100% (8/8),100% (7/7),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,1,4,1,1,1,2,4,2,1,3,1,2,{},{},{},practically,thought you said,virtually,{},"likely, unlikely",{},seemingly,,
3XBXDSS887I4W0IC2X83TFGZ3KPLXS,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3HVVDCPGTERK12EL641YM4SBMAJYT7,A5V3ZMQI0PU3F,Approved,Sat Oct 10 13:29:53 PDT 2015,Sat Oct 10 13:34:54 PDT 2015,Sun Oct 11 01:34:54 PDT 2015,2015-10-11 08:39:33 UTC,,,301,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,1,2,1,2,2,2,1,2,2,2,NONE,the like,NONE,practically,I thought,virtually,NONE,unlikely; likely,run high,seemingly,,
3XBXDSS887I4W0IC2X83TFGZ3KPLXS,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3N1FSUEFL5ZXM644V7DC1B6IN95D4Y,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:37:28 PDT 2015,Fri Oct 09 12:38:29 PDT 2015,Sat Oct 10 00:38:29 PDT 2015,Fri Oct 09 14:14:05 PDT 2015,,,61,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,1,1,1,3,3,3,1,3,1,1,NONE,NONE,NONE,practically,thought,virtually,NONE,unlikely; likely,NONE,NONE,,
3XBXDSS887I4W0IC2X83TFGZ3KPLXS,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3S96KQ6I9M3H3RJUA8EK9JI925KTDZ,A301GNFG8W711Q,Approved,Mon Oct 05 18:43:02 PDT 2015,Mon Oct 05 18:47:43 PDT 2015,Tue Oct 06 06:47:43 PDT 2015,2015-10-06 13:49:33 UTC,,,281,100% (1/1),100% (1/1),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,1,1,1,3,3,2,1,2,1,1,NONE,NONE,NONE,practically,thought,virtually,NONE,discussion; unlikely,None,NONE,,
3AFT28WXLE1FCQWEG3OUIMXEACQOIC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,37QW5D2ZRGL47WAO40YEDM8NQYES8H,A2CPBDUGX4QF2C,Approved,Fri Oct 09 13:06:52 PDT 2015,Fri Oct 09 13:08:01 PDT 2015,Sat Oct 10 01:08:01 PDT 2015,Fri Oct 09 14:14:04 PDT 2015,,,69,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,1,1,4,3,1,3,1,3,1,1,NONE,NONE,overwhelmingly,believe,NONE,tbh,NONE,expect,NONE,NONE,,
3AFT28WXLE1FCQWEG3OUIMXEACQOIC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,38YMOXR4MUYAAZ89VQBHQXFHQ1CW6C,A5V3ZMQI0PU3F,Approved,Wed Oct 07 19:14:38 PDT 2015,Wed Oct 07 19:21:18 PDT 2015,Thu Oct 08 07:21:18 PDT 2015,2015-10-08 14:24:33 UTC,,,400,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,1,2,2,1,2,2,2,2,3,2,NONE,a nearly,overwhelmingly,NONE,would be,would say,just a few,don't expect,tentative,seems,,
3AFT28WXLE1FCQWEG3OUIMXEACQOIC,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 12:00:17 PDT 2015,10,BatchId:2112661;,1200,43200,Thu Oct 15 12:00:17 PDT 2015,,,3H7Z272LX7629BEF683ONMPHML3LPO,ABT7QTMIYXYO0,Approved,Tue Oct 06 05:27:05 PDT 2015,Tue Oct 06 05:31:36 PDT 2015,Tue Oct 06 17:31:36 PDT 2015,Tue Oct 06 08:24:32 PDT 2015,,,271,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2672,then that individual must pay for the added individual premium coverage for those desired programs.,1246,Then he turned around and signed a nearly $1 trillion un-stimulating succubus package and an omnibus bill with 1,1069,Thankfully the silent majority are overwhelmingly in favour of this plan and the opposition are a minute fringe pressure group way out of touch with most of the population.,80,I can't believe I was stupid enough to buy all the tripe about what Iraq could become if we just remove the dictator.,1289,It would be better if we refocused our illegal immigration efforts off the poor immigrants and onto the rich assholes who pay them under the table so they won't have to pay an American a fair wage.,2529,Would't be shocked if they used nukes either tbhGiven the Israeli mentality I would say we will see them strike Iran.,5578,You judge him from just a few of the ones you want to frame his entire life.,652,I don't expect that movement to end any time soon.,3441,The Royal Australian Air Force has placed a tentative order for 100 of the F-35 JSFs for about $16 billion,2524,It now seems certain to me that within the next decade the U.K and U.S.A among others will be involved in a fully fledged war against Iran.,,,1,1,1,1,1,2,1,2,1,2,NONE,NONE,NONE,NONE,NONE,Would't be shocked,NONE,I don't expect,NONE,seems,,
