HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,Answer.example,EmptyColumn,Answer.hedge_judgement0,Answer.hedge_judgement1,Answer.hedge_judgement2,Answer.hedge_judgement3,Answer.hedge_judgement4,Answer.hedge_judgement5,Answer.hedge_judgement6,Answer.hedge_judgement7,Answer.hedge_judgement8,Answer.hedge_judgement9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
3MJ28H2Y1D73021Z9J50TDT96O1O5G,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3HHRAGRYX84PN9152BNJTDTXI1M9OW,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:21:56 PDT 2015,Fri Oct 23 18:28:01 PDT 2015,Sat Oct 24 06:28:01 PDT 2015,Sat Oct 24 06:23:50 PDT 2015,,,365,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,2,2,1,1,1,2,1,2,1,1,close to,possible,NONE,NONE,NONE,seems,NONE,perhaps; sounds like,NONE,NONE,,
3MJ28H2Y1D73021Z9J50TDT96O1O5G,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3K3R2QNK8B2K0EL2YXZSSJLM053U9N,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:30:39 PDT 2015,Sun Oct 25 12:32:08 PDT 2015,Mon Oct 26 00:32:08 PDT 2015,2015-10-26 07:35:17 UTC,,,89,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,1,2,1,1,1,2,1,2,1,1,NONE,possible,NONE,NONE,NONE,seems,NONE,sounds like you,NONE,NONE,,
3MJ28H2Y1D73021Z9J50TDT96O1O5G,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3VA45EW49NM7Y4YAYY8QE7BEK81O17,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:29:11 PDT 2015,Sun Oct 25 13:30:02 PDT 2015,Mon Oct 26 01:30:02 PDT 2015,2015-10-26 08:30:17 UTC,,,51,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,8191,The point is this: Sarah Palin made a stink about the Mosque that is two blocks away from Ground Zero due to the fact that it was close to (as we all know) the site of the twin towers that were destroyed by fanatical muslim terrorists.,221,So it is indeed possible the air has warmed but the ocean has not.,7146,I have no ability to concentrate on work,223,That becomes clear when you consider what's happening to global sea level.,3032,HUCKABEE: I would love to know more - what I know is troubling enough.,3556,There's something about it - New Hampshire seems to vote for somebody other than who won in Iowa.,2391,"All that remained left was to add gravity and a theory of everything"" could be contemplated.""",1735,Perhaps you should realize that the main problem is it sounds like you are attacking Americans and blaming the entire problem of global warming on us and that we are the ones responsible for fixing it.,50,They would not be fighting if they had the standard of living that europe and america have.,7082,"My father has undiagnosed Learning Difficulties"" and anger issues (he attacked me frequently as a child and broke my arm on one occasion).""",,,1,2,1,1,1,2,1,2,2,1,NONE,possible,NONE,NONE,NONE,seems,NONE,perhaps; sounds,if,NONE,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,34Q075JO1XCMVN6RWD6FO6FWMLC10H,A16G716K9428HM,Approved,Fri Oct 23 14:57:28 PDT 2015,Fri Oct 23 15:00:15 PDT 2015,Sat Oct 24 03:00:15 PDT 2015,2015-10-24 10:00:17 UTC,,,167,100% (1/1),100% (1/1),100% (1/1),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,2,,1,2,3,2,3,2,1,3,3,2,None,Suppose,Began long,All that,None,Maybe,None,{},{},I think,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3AUQQEL7U5S2HZMP3RQ4VUMCBZ3V04,A219VCQZADQ45W,Approved,Sat Oct 24 12:06:13 PDT 2015,Sat Oct 24 12:07:39 PDT 2015,Sun Oct 25 00:07:39 PDT 2015,Sat Oct 24 15:13:54 PDT 2015,,,86,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,2,2,1,2,2,1,2,1,2,{},I suppose,{},{},I can think of,maybe,{},could feel,{},I think,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3IXQG4FA2TX54FCWY6IXNTTYBJGB95,A3862RIFFUV141,Approved,Sun Oct 25 08:03:19 PDT 2015,Sun Oct 25 08:07:21 PDT 2015,Sun Oct 25 20:07:21 PDT 2015,2015-10-26 03:10:17 UTC,,,242,97% (31/32),97% (31/32),100% (5/5),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,2,1,1,2,2,1,1,1,3,NONE,suppose,NONE,NONE,I can think of,maybe,NONE,NONE,NONE,think; partially; partially,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3MAOD8E57Q9X6KJR4CTKURFAZD5NXD,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:56:20 PDT 2015,Sun Oct 25 12:57:36 PDT 2015,Mon Oct 26 00:57:36 PDT 2015,2015-10-26 08:00:17 UTC,,,76,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,2,1,1,2,2,1,1,1,2,NONE,suppose,NONE,NONE,I can think of,maybe,NONE,NONE,NONE,partially,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3R0T90IZ1SB3TURAQCK2QUL3X07CG2,A5V3ZMQI0PU3F,Approved,Fri Oct 23 18:52:04 PDT 2015,Fri Oct 23 19:00:17 PDT 2015,Sat Oct 24 07:00:17 PDT 2015,Sat Oct 24 06:23:50 PDT 2015,,,493,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,2,2,2,2,2,1,1,1,2,NONE,suppose,long,all that,think,maybe,NONE,NONE,NONE,think,,
3VDI8GSXAESYV733JYZV0OUYHSBG8N,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3S3AMIZX3U40HAHJOMJUK9I6KRJCDM,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:16:51 PDT 2015,Sun Oct 25 13:17:37 PDT 2015,Mon Oct 26 01:17:37 PDT 2015,2015-10-26 08:20:17 UTC,,,46,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,7092,He has never sent my sister or I a text message,6595,I suppose you can call anything a bubble if you like..and point to things to support your point.,597,The slave trade in Africa began long,7492,She spoke fluent French and all that,4954,Insurance is the only financial product I can think of where you have to tell the company about changes to your circumstances (and then only things that are material to the policy and their underwriting decision).,1975,I currently have maybe $18K US.,4123,You guys are occupying the wrong places.,2312,I could feel them work my legs but they said this happens.,1338,But they have new truck every year,1201,I think it was partially anxiety and partially because she was still in potty-training...her breed is known to be difficult and she's extremely attached to me.,,,1,2,1,1,2,2,1,1,1,2,NONE,suppose; like,NONE,NONE,think,maybe,NONE,NONE,NONE,think,,
32PT7WK7DLE9IQN65R3R3MJQOE43D9,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3BV8HQ2ZZW0D3M56ULFP88IQ4O6A6U,A3862RIFFUV141,Approved,Tue Oct 27 05:53:01 PDT 2015,Tue Oct 27 05:55:30 PDT 2015,Tue Oct 27 17:55:30 PDT 2015,Tue Oct 27 07:49:00 PDT 2015,,,149,97% (31/32),97% (31/32),100% (5/5),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,2,2,1,3,1,3,1,1,1,1,out of hand,possibly,NONE,closer to; around,NONE,guess,NONE,NONE,NONE,NONE,,
32PT7WK7DLE9IQN65R3R3MJQOE43D9,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3GGAI1SQEVX3L4NW1FIX3Z50TVLCMU,A219VCQZADQ45W,Approved,Sat Oct 24 11:45:59 PDT 2015,Sat Oct 24 11:47:46 PDT 2015,Sat Oct 24 23:47:46 PDT 2015,Sat Oct 24 15:13:53 PDT 2015,,,107,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,2,1,2,1,2,1,1,2,1,{},possibly,{},"closer to 5 , around",{},guess,{},{},I don't blame,{},,
32PT7WK7DLE9IQN65R3R3MJQOE43D9,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3PB5A5BD0V5XHDWEZVCRA8TPWNS7GC,A1BQBQG2GNY8AY,Approved,Fri Oct 23 14:14:22 PDT 2015,Fri Oct 23 14:16:16 PDT 2015,Sat Oct 24 02:16:16 PDT 2015,2015-10-24 09:20:17 UTC,,,114,100% (8/8),100% (8/8),100% (1/1),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,2,1,1,1,2,1,1,1,1,NONE,POSSIBLY,NONE,{},{},GUESS,{},NONE,NONE,NONE,,
32PT7WK7DLE9IQN65R3R3MJQOE43D9,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3SBEHTYCWN2USOYACS2U8XQ2FJWIYN,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:02:42 PDT 2015,Sun Oct 25 12:04:55 PDT 2015,Mon Oct 26 00:04:55 PDT 2015,2015-10-26 07:05:17 UTC,,,133,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,3,,1,2,1,1,1,3,1,1,1,1,NONE,possible,NONE,NONE,NONE,guess,NONE,NONE,NONE,{},,
32PT7WK7DLE9IQN65R3R3MJQOE43D9,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,3VJ40NV2QIM87OAJ0HS0KDU9CRMOTA,A2CPBDUGX4QF2C,Approved,Sun Oct 25 12:58:34 PDT 2015,Sun Oct 25 12:59:17 PDT 2015,Mon Oct 26 00:59:17 PDT 2015,2015-10-26 08:00:17 UTC,,,43,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,1,2,1,2,1,3,1,1,1,1,NONE,perhaps,NONE,somehow,NONE,guess,NONE,NONE,NONE,NONE,,
3JMNNNO3B03J6EREIMUCC03JPG9W2Z,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:41:36 PDT 2015,10,BatchId:2134409;,1200,43200,Mon Nov 02 12:41:36 PST 2015,,,317HQ483I7R0GPUW5QTJRHSVB08INF,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:33:06 PDT 2015,Sun Oct 25 13:33:56 PDT 2015,Mon Oct 26 01:33:56 PDT 2015,2015-10-26 08:35:17 UTC,,,50,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,2572,"Your husband's friend was right.. he does need to Man up""... he needs to ""man up"" and take responisibilty for his family.""",7177,Africans and the like would be better served with sterilization/food clinics rather than these religious recruitment/anti birth control/food for Christ propaganda missions that they've been fed the past 40 years.,4970,That's the mindset that people volunteering as 'safe person' or 'security' need to have.,626,I've read so many 9/11 conspiracy theorist threads I'm practically an expert.,516,I thought you said in another thread that you weren't voting in the GOP Primaries...,6353,The defence says virtually nothing.,1787,(Graphic from the Washington Post) President Bush expanded the federal budget by a historic $700 billion through 2008.,1685,So then there's the discussion of vouchers (putting aside that my peer group of affluent professionals is unlikely to qualify for need-based vouchers and will likely be deciding between suburban public schools or paying for private school).,785,Addictions and sexual abuse run high.,2606,The right-wing neocon whackjobs on this board only care about the small percentage that seemingly cause trouble.,,,1,1,1,2,2,2,1,2,1,2,NONE,NONE,NONE,practically,thought,virtually,NONE,unlikely; likely,NONE,seemingly,,
