'a few',18,0.277777778,IN,RB,DT,IN,DT,from,just,of,the,5,0.8,FALSE,1
'a few',9,0.666666667,NN,IN,DT,NNS,STOP,floor,for,moments,stop,6,1,FALSE,1
'a few',11,0.363636364,VB,IN,DT,JJR,IN,suggest,that,more,than,4,1,FALSE,1
'a few',13,0.384615385,VBP,VBD,DT,NNS,WDT,'ve,had,friends,that,5,1,FALSE,1
'a few',14,0.142857143,VBP,IN,DT,NNS,CC,Do,that,times,and,2,0.8,FALSE,1
'a few',22,0.454545455,VBD,VBD,DT,NNS,RB,found,dumped,streets,away,10,0.8,FALSE,1
'a few',15,0.066666667,START,NNP,DT,NNS,RB,start,Feeding,people,now,1,0.8,FALSE,1
'a few',37,0.621621622,RB,VBD,DT,NNS,-RRB-,only,met,times,-RRB-,23,0.8,FALSE,1
'a few',11,0.272727273,PRP,VBP,DT,JJ,NN,we,open-up,token,off-shore,3,1,FALSE,1
'a few',11,0.545454545,VBG,IN,DT,JJ,NNS,crumbling,in,big,cities,6,0.8,FALSE,1
'a few',11,0.272727273,MD,VB,DT,NNS,TO,might,persuade,people,to,3,1,FALSE,1
'a few',18,0.722222222,MD,VB,DT,JJR,NNS,would,be,more,books,13,1,FALSE,1
'a few',30,0.7,NN,IN,DT,NNS,IN,rule,by,members,of,21,1,FALSE,1
'a few',21,0.142857143,VBZ,VBN,DT,NNS,:,has,come,times,-,3,0.8,FALSE,1
'a few',14,0.642857143,NNP,VBP,DT,NNS,JJ,AustralianThere,are,things,worth,9,1,FALSE,1
'a few',22,0.818181818,PRP,VBP,DT,NNS,.,you,grow,plants,.,18,1,FALSE,1
'a few',17,0.529411765,NNP,NNP,DT,NNS,IN,Time,Magazine,days,after,9,1,FALSE,1
'a few',37,0.162162162,NN,IN,DT,NNS,NN,birthday,in,weeks,time,6,1,FALSE,1
'a few',8,0.25,JJ,IN,DT,JJ,NNS,Other,than,large,cities,2,1,FALSE,1
'a few',10,0.5,VBD,VBN,DT,CD,NNS,were,kept,hundred,yards,5,0.8,FALSE,1
'a few',47,0.255319149,NNP,VBZ,DT,NNS,IN,Video,has,F-bombs,if,12,1,FALSE,1
'a few',19,0.736842105,IN,JJS,DT,NNS,RB,at,least,years,now,14,0.8,FALSE,1
'a few',53,0.226415094,NNP,VBZ,DT,NNS,IN,Video,has,F-bombs,if,12,1,FALSE,1
'a few',15,0.333333333,VBD,CC,DT,NNS,CC,were,but,miles,and,5,1,FALSE,1
'a few',23,0.304347826,NN,IN,DT,NN,NNS,prospect,of,material,things,7,1,FALSE,1
'a few',7,0.142857143,START,RB,DT,VBD,VBN,start,Quite,were,promoted,1,1,FALSE,1
'a few',7,0.285714286,EX,VBP,DT,JJ,JJ,There,are,other,early,2,1,FALSE,1
'a few',18,0.666666667,IN,NNP,DT,NNS,IN,as,Austria,years,ago,12,0.8,FALSE,1
'a few',20,0.45,NN,IN,DT,NNP,NNP,attitude,at,Penn,State,9,1,FALSE,1
'a few',66,0.454545455,JJ,IN,DT,NNS,IN,attractive,in,months,because,30,0.8,FALSE,1
'a few',10,0.2,EX,VBP,DT,WP,VBP,There,are,who,control,2,1,FALSE,1
'a few',9,0.111111111,START,IN,DT,JJR,NNS,start,After,more,words,1,0.8,FALSE,1
'a few',14,0.714285714,VBP,VBG,DT,NNS,.,'re,missing,braincells,.,10,1,FALSE,1
'a few',30,0.433333333,VBN,IN,DT,NNS,CC,released,after,hours,and,13,1,FALSE,1
'a few',29,0.034482759,START,VBG,DT,NNS,IN,start,Being,weeks,before,1,1,FALSE,1
'a few',35,0.714285714,VBD,VBN,DT,NN,NNS,had,missed,phone,calls-was,25,1,FALSE,1
'a little',16,0.125,PRP,VBP,DT,NN,CC,I,'m,woman,and,2,1,FALSE,0
'a little',11,0.181818182,PRP,VBD,DT,JJ,NN,They,envisioned,elastic,string,2,1,FALSE,0
'a little',23,0.565217391,-RRB-,IN,DT,JJ,IN,-RRB-,in,flat,around,13,1,FALSE,0
'a little',12,0.583333333,PRP,IN,DT,NN,IN,it,from,state,like,7,0.8,FALSE,0
'a little',11,0.545454545,NNS,VBP,DT,RBR,JJ,people,are,more,poor,6,1,FALSE,1
'a little',31,0.064516129,PRP,VBZ,DT,NN,TO,It,takes,time,to,2,1,FALSE,1
'a little',6,0.5,MD,VB,DT,RB,STOP,might,hurt,initially,stop,3,1,FALSE,1
'a little',20,0.2,RB,VB,DT,NN,IN,n't,let,thing,like,4,0.8,FALSE,1
'a little',15,0.4,PRP$,NN,DT,IN,PRP,my,position,if,they,6,1,FALSE,1
'a little',11,0.181818182,LS,VBD,DT,JJ,CC,i,was,dissappointed,but,2,0.8,FALSE,1
'a little',16,0.25,NNP,VBD,DT,NN,RBR,Paul,was,bit,more,4,1,FALSE,1
'a little',53,0.132075472,IN,NN,DT,IN,CD,on,sidewalk,after,7PM26,7,0.8,FALSE,1
'a little',9,0.111111111,START,VB,DT,JJR,IN,start,Read,deeper,in,1,1,FALSE,1
'a little',16,0.25,NNP,VBD,DT,NN,RBR,Paul,was,bit,more,4,1,FALSE,1
'a little',12,0.416666667,EX,VBZ,DT,NN,IN,there,'s,bit,of,5,1,FALSE,1
'a little',16,0.5625,IN,VBG,DT,JJ,IN,for,going,wild,after,9,1,FALSE,1
'a little',16,0.25,NNP,VBD,DT,NN,RBR,Paul,was,bit,more,4,1,FALSE,1
'a little',7,0.571428571,VBD,VB,DT,JJ,STOP,did,get,emotional,stop,4,1,FALSE,1
'a little',21,0.523809524,JJ,NN,DT,JJ,-RRB-,sorry,im,tired,-RRB-,11,1,FALSE,1
'a little',8,0.5,PRP,VBD,DT,IN,EX,she,tinkled,in,there,4,0.8,FALSE,1
'a little',29,0.517241379,TO,VB,DT,JJ,IN,to,be,further,along,15,1,FALSE,1
'a whole bunch',22,0.636363636,RB,VBD,DT,IN,NN,there,was,of,controversy,14,0.8,FALSE,1
'among others',28,0.535714286,CC,NNP,IN,MD,VB,and,U.S.A,will,be,15,1,FALSE,1
'and all that',7,0.571428571,JJ,JJ,CC,STOP,STOP,fluent,French,stop,stop,4,1,FALSE,1
'and the rest',13,0.384615385,IN,NNP,CC,NN,NNP,by,Axelrod,runningthe,President,5,1,FALSE,1
'I mean',28,0,START,START,PRP,DT,IN,start,start,this,in,0,0.8,FALSE,0
'I mean',7,0,START,START,PRP,NN,IN,start,start,look,at,0,0.8,FALSE,1
'I mean',13,0,START,START,PRP,RB,NNP,start,start,seriously,Clinton,0,0.8,FALSE,1
'I mean',20,0,START,START,PRP,RB,RB,start,start,not,even,0,0.8,FALSE,1
'I mean',15,0,START,START,PRP,CD,NN,start,start,40,%,0,0.8,FALSE,1
'I mean',3,0.333333333,START,IN,PRP,STOP,STOP,start,because,stop,stop,1,0.8,FALSE,1
'I would say',24,0.583333333,JJ,NN,PRP,PRP,MD,Israeli,mentality,we,will,14,0.6,FALSE,0
'I would say',10,0.7,NN,JJ,PRP,STOP,STOP,someone,new,stop,stop,7,1,FALSE,1
'I would say',14,0.285714286,JJ,NN,PRP,PRP,MD,Israeli,mentality,we,will,4,0.6,FALSE,1
'in my opinion',9,0.222222222,DT,VBZ,IN,RB,JJ,this,is,really,bad,2,1,FALSE,1
'kind of',16,0.25,VBZ,DT,NN,NN,TO,'s,a,incitment,to,4,0.8,FALSE,0
'kind of',24,0.541666667,VBN,DT,NN,DT,NN,played,any,a,part,13,0.6,FALSE,0
'kind of',26,0.653846154,IN,DT,NN,NN,WDT,with,some,drug,that,17,1,FALSE,0
'kind of',13,0.307692308,VBZ,DT,NN,NN,PRP,is,the,marksmanship,we,4,1,FALSE,0
'kind of',40,0.55,IN,DT,NN,NN,NN,in,this,position,plse,22,1,FALSE,0
'kind of',22,0.136363636,RP,WP,NN,NN,VBD,out,what,research,was,3,1,FALSE,0
'kind of',19,0.578947368,VB,DT,NN,NN,NNP,have,the,photo,ID,11,1,FALSE,0
'kind of',30,0.866666667,VBN,DT,NN,NN,.,crossed,some,border,.,26,1,FALSE,0
'kind of',37,0.459459459,DT,NNS,NN,NN,RB,a,flowers,man,so,17,1,FALSE,0
'kind of',14,0.428571429,IN,DT,NN,NNP,VBG,about,any,Will,relating,6,0.6,FALSE,0
'kind of',12,0.25,VBP,DT,NN,NN,WP,'m,the,person,who,3,1,FALSE,0
'kind of',22,0.727272727,DT,JJ,NN,NN,:,an,ordinary,guy,...,16,1,FALSE,0
'kind of',6,0.333333333,DT,VBD,NN,JJ,.,That,was,rude,.,2,1,FALSE,1
'kind of',13,0.153846154,PRP,VBZ,NN,JJ,TO,It,'s,hard,to,2,1,FALSE,1
'kind of',14,0.142857143,PRP,VBZ,NN,JJ,CC,It,'s,scary,but,2,1,FALSE,1
'kind of',9,0.555555556,PRP,VBP,NN,VBN,.,I,'m,pissed,.,5,1,FALSE,1
'kind of',11,0.636363636,NN,VBZ,NN,IN,.,life,is,over,.,7,0.6,FALSE,1
'kind of',26,0.615384615,CC,PRP,RB,VBZ,PRP$,but,it,defeats,your,16,1,FALSE,1
'kind of',17,0.294117647,PRP,VBD,NN,RB,PRP,we,were,together,he,5,0.8,FALSE,1
'look like',18,0.277777778,PRP$,NNS,VBP,NN,VBD,my,boobs,someone,took,5,0.8,FALSE,0
'look like',66,0.227272727,MD,RB,VB,DT,CC,will,never,that,and,15,0.6,FALSE,0
'look like',17,0.470588235,VB,PRP,VB,NN,RB,make,it,trash,then,8,0.8,FALSE,0
'look like',19,0.368421053,VBG,TO,VB,DT,NN,starting,to,an,Image,7,0.8,FALSE,1
'look like',9,0.444444444,VBD,RB,VB,PRP,MD,did,n't,I,'d,4,1,TRUE,1
'look like',7,0.428571429,VBZ,NNP,VB,NNP,.,makes,Bush,Goldwater,.,3,1,FALSE,1
'look like',37,0.324324324,NN,IN,NN,PRP,VBP,week,in,I,am,12,1,FALSE,1
'looks like',11,0.090909091,START,RB,VBZ,FW,VBP,start,so,i,am,1,0.8,FALSE,1
'looks like',10,0.3,JJR,PRP,VBZ,NNP,VBD,more,it,Zimmerman,acted,3,1,FALSE,1
'looks like',9,0.222222222,JJ,RB,VBZ,PRP,MD,other,then,we,may,2,1,FALSE,1
'my thinking',15,0.733333333,VBD,IN,PRP$,VBD,JJR,said,because,was,sharper,11,1,FALSE,0
'pretty much',22,0.181818182,NN,VBZ,RB,DT,JJ,constitution,is,an,unhappy,4,1,FALSE,1
'pretty much',8,0.5,VBZ,IN,RB,VBD,.,has,since,vanished,.,4,1,FALSE,1
'pretty much',22,0.636363636,PRP,VBP,RB,IN,IN,we,'re,out,of,14,0.8,FALSE,1
'pretty much',16,0.125,NNP,VBZ,RB,RB,VBD,Wry,has,already,told,2,1,FALSE,1
'pretty much',26,0.846153846,MD,VB,RB,NN,.,can,do,anything,.,22,1,FALSE,1
'so far',18,0.222222222,RB,VBN,RB,IN,TO,even,gone,as,to,4,0.8,FALSE,1
'so far',37,0.378378378,VBZ,VBN,RB,RB,CD,has,lasted,almost,240,14,0.8,FALSE,1
'so far',30,0.1,MD,VB,RB,IN,TO,might,go,as,to,3,1,FALSE,1
'so far',13,0.846153846,RBR,NNS,RB,STOP,STOP,more,hours,stop,stop,11,1,FALSE,1
'so far',6,0,START,START,RB,NN,VBZ,start,start,pregnancy,has,0,1,FALSE,1
'sort of',17,0.529411765,VBD,DT,NN,JJ,JJ,was,some,cohesive,ethnic,9,1,FALSE,0
'sort of',18,0.666666667,IN,DT,NN,NN,IN,of,some,form,of,12,0.8,FALSE,0
'sort of',9,0.444444444,DT,JJ,NN,NN,NN,a,different,blood,libel,4,0.8,FALSE,0
'sort of',24,0.625,JJ,WP,NN,NN,VBZ,unsure,what,thing,is,15,1,FALSE,0
'sort of',34,0.323529412,VBG,DT,NN,NN,IN,gaining,any,power,whether,11,0.6,FALSE,0
'sort of',12,0.75,DT,JJ,NN,NN,STOP,the,same,flowersHi,stop,9,0.8,FALSE,0
'sort of',32,0.75,IN,DT,NN,``,VB,as,some,`,get,24,0.8,FALSE,0
'sort of',17,0.235294118,VBZ,DT,NN,NN,IN,is,a,revival,of,4,0.8,FALSE,1
'sort of',33,0.121212121,PRP,VBP,NN,IN,DT,I,'m,in,the,4,1,FALSE,1
'sort of',13,0.384615385,VBD,IN,NN,NN,NN,got,that,money,esp,5,0.6,FALSE,1
'sort of',8,0.375,VBP,VBN,NN,JJ,.,are,worn,loose,.,3,1,FALSE,1
'sort of',16,0.375,PRP,VBP,NN,VBN,DT,we,have,thrown,a,6,0.8,FALSE,1
'sort of',31,0.451612903,PRP,VBP,NN,JJ,IN,I,feel,responsible,for,14,0.8,FALSE,1
'sounds like',13,0.076923077,START,RB,VBZ,PRP,VBP,start,Just,you,'re,1,0.8,FALSE,1
'sounds like',37,0.27027027,VBZ,PRP,VBZ,PRP,VBP,is,it,you,are,10,1,FALSE,1
'sounds like',17,0.058823529,START,RB,VBZ,DT,NN,start,So,this,guy,1,1,FALSE,1
'they said',13,0.615384615,NNS,CC,PRP,DT,VBZ,legs,but,this,happens,8,0.6,FALSE,0
'they say',8,0.5,TO,WP,PRP,IN,NN,to,what,on,camera,4,0.8,FALSE,1
'to be honest',13,0.769230769,NN,NNS,TO,STOP,STOP,term,intentions,stop,stop,10,1,FALSE,1
about,17,0.705882353,DT,VBZ,IN,VBG,PRP$,this,is,subsidizing,their,12,1,FALSE,0
about,13,0.692307692,RB,JJ,IN,NNP,.,quite,worried,Russia,.,9,1,FALSE,0
about,21,0.19047619,RB,VB,IN,NN,CC,n't,care,anyone,but,4,1,FALSE,0
about,28,0.285714286,JJ,NNS,IN,DT,NN,interesting,ideas,the,economy,8,1,FALSE,0
about,27,0.407407407,VB,IN,IN,PRP,'',go,on,it,',11,1,FALSE,0
about,6,0.833333333,JJ,VBG,IN,STOP,STOP,worth,thinking,stop,stop,5,1,FALSE,0
about,13,0.769230769,NNP,NNS,IN,DT,NNS,U.S.,allies,the,attacks,10,1,FALSE,0
about,16,0.3125,VBP,VBG,RB,VBZ,RB,are,talking,is,n't,5,1,FALSE,0
about,11,0.181818182,DT,VBZ,IN,DT,NN,This,is,a,family,2,0.8,FALSE,0
about,20,0.85,VB,VBG,IN,PRP,.,stop,whining,it,.,17,0.8,FALSE,0
about,17,0.823529412,PRP,VBZ,IN,NN,NN,it,'s,regime,change,14,0.8,FALSE,0
about,15,0.066666667,START,WRB,RB,WRB,DT,start,How,when,the,1,0.8,FALSE,0
about,20,0.3,VBD,VBG,RB,VBG,TO,was,going,claiming,to,6,0.8,FALSE,0
about,8,0.5,PRP,VBD,IN,VBG,DT,she,complained,sharing,a,4,1,FALSE,0
about,27,0.814814815,DT,JJ,IN,DT,NN,no,secret,the,inheritance,22,1,FALSE,0
about,17,0.588235294,PRP,VBD,IN,VBG,JJ,it,was,being,angry,10,1,FALSE,0
about,21,0.285714286,JJ,NN,IN,DT,NN,large,to-do,a,bunch,6,1,FALSE,0
about,24,0.541666667,DT,VBG,IN,VBG,DT,some,mumbling,building,a,13,1,FALSE,0
about,28,0.25,PRP$,NN,IN,PRP,CC,his,friend,it,and,7,1,FALSE,0
about,25,0.56,PRP,VBD,IN,VBG,PDT,she,complained,having,such,14,1,FALSE,0
about,31,0.193548387,VBD,VBG,IN,JJ,NN,stopped,being,fiscal,conservatism,6,1,FALSE,0
about,47,0.127659574,VBD,NNS,IN,DT,NN,expressed,doubts,the,legitimacy,6,1,FALSE,0
about,7,0.571428571,VBD,RB,IN,JJ,NN,was,truly,medical,health,4,1,FALSE,0
about,14,0.571428571,JJ,IN,IN,NN,VBG,dead,on,breitbart,being,8,1,FALSE,0
about,14,0.714285714,TO,VB,IN,PRP,RB,to,complain,it,now,10,1,FALSE,0
about,37,0.621621622,DT,JJ,IN,PRP$,VBN,the,Military,their,loved,23,1,FALSE,0
about,20,0.6,DT,JJS,IN,WP,PRP,the,most,what,I,12,1,FALSE,0
about,21,0.666666667,TO,VB,IN,DT,NN,to,think,those,choice,14,1,FALSE,0
about,14,0.714285714,VBD,RBR,IN,PRP$,NN,talked,more,her,accessorizing,10,1,FALSE,0
about,8,0.5,MD,VB,IN,VB,CC,should,be,give,and,4,0.8,FALSE,0
about,17,0.235294118,VBG,NNS,IN,IN,TO,facing,choices,whether,to,4,0.8,FALSE,0
about,28,0.25,IN,PRP,IN,NNS,DT,at,me,curtains,a,7,0.8,FALSE,0
about,9,0.555555556,RB,VBG,IN,VBN,NN,just,talking,accumulated,wealth,5,1,FALSE,0
about,13,0.307692308,RB,NN,IN,DT,NN,absolutely,nothing,this,kid,4,0.8,FALSE,0
about,12,0.25,VBP,VBG,IN,DT,JJ,keep,talking,the,huge,3,1,FALSE,0
about,8,0.375,IN,VBG,IN,NNS,RB,before,complaining,immigrants,not,3,0.8,FALSE,0
about,17,0.764705882,DT,VBZ,IN,DT,NN,this,is,the,EFFECT,13,1,FALSE,0
about,18,0.444444444,VB,RP,IN,VBG,DT,find,out,seeing,a,8,1,FALSE,0
about,7,0.285714286,PRP,VBZ,IN,NN,IN,It,is,freedom,of,2,1,FALSE,0
about,7,0.571428571,-LRB-,VBG,IN,JJ,VBZ,-LRB-,wondering,pregnant,pauses,4,0.8,FALSE,0
about,26,0.230769231,MD,VB,IN,NN,RB,could,lie,something,as,6,1,FALSE,0
about,28,0.214285714,DT,NN,IN,DT,NN,the,area,the,incident,6,1,FALSE,0
about,14,0.285714286,VBN,VBG,IN,JJ,NN,been,thinking,public,education,4,0.8,FALSE,0
about,34,0.764705882,NN,JJ,IN,PRP$,NNS,health,professional,your,feelings,26,1,FALSE,0
about,30,0.366666667,VB,NN,IN,NN,NN,convince,everyone,stem,cell,11,1,FALSE,0
about,16,0.4375,RB,VBG,IN,WRB,JJ,around,screaming,how,big,7,1,FALSE,0
about,10,0.7,RB,VBN,IN,JJ,NN,now,concerned,global,warming,7,1,FALSE,0
about,9,0.666666667,IN,NNS,IN,NN,NNS,of,reservations,voucher,programs,6,1,FALSE,0
about,32,0.09375,VBZ,NN,IN,PRP,:,'s,something,it,-,3,1,FALSE,0
about,8,0.25,PRP,VBD,IN,DT,JJ,You,wrote,the,traditional,2,1,FALSE,0
about,11,0.454545455,VB,JJ,IN,PRP$,NNS,know,much,his,politics,5,1,FALSE,0
about,11,0.181818182,DT,VBZ,IN,DT,NN,This,is,a,family,2,0.8,FALSE,0
about,27,0.62962963,PRP,VBZ,IN,NN,CC,he,worries,money,and,17,1,FALSE,0
about,13,0.769230769,PRP$,NN,IN,PRP,.,my,aunt,it,.,10,0.8,FALSE,0
about,13,0.692307692,PRP,VBD,IN,DT,NN,he,gave,the,spill,9,1,FALSE,0
about,25,0.64,IN,VBG,IN,DT,JJ,while,talking,the,white,16,1,FALSE,0
about,7,0.428571429,VBD,NN,IN,DT,NNP,said,anything,the,CSI,3,1,FALSE,0
about,25,0.64,PRP,VBP,IN,PRP,CC,they,know,him,and,16,1,FALSE,0
about,14,0.642857143,PRP$,NN,IN,NN,NN,their,point,income,inequality,9,1,FALSE,0
about,13,0.846153846,TO,VB,IN,PRP,STOP,to,say,it,stop,11,1,FALSE,0
about,21,0.238095238,PRP$,NN,IN,PRP,VBG,my,point,you,being,5,1,FALSE,0
about,23,0.304347826,VBP,VBN,IN,PRP,CC,are,worried,you,and,7,0.8,FALSE,0
about,42,0.261904762,DT,NN,IN,NN,:,a,thread,execution,-,11,1,FALSE,0
about,11,0.545454545,IN,VBG,IN,NNS,RB,before,complaining,immigrants,not,6,0.8,FALSE,0
about,8,0.5,DT,NN,IN,VBG,TO,an,anxiety,wanting,to,4,1,FALSE,0
about,11,0.545454545,DT,NN,IN,NNP,NNP,this,bullshit,Harry,Reid,6,0.8,FALSE,0
about,4,0.5,NNP,PRP$,IN,NNP,STOP,First,yours,Georgia,stop,2,1,FALSE,0
about,9,0.444444444,RB,JJ,IN,DT,IN,not,sure,any,of,4,1,FALSE,0
about,17,0.294117647,DT,RBS,IN,DT,NNS,the,most,these,campaigners,5,1,FALSE,0
about,48,0.645833333,VB,NN,IN,DT,CD,know,anything,the,two,31,0.8,FALSE,0
about,23,0.130434783,VBP,JJ,IN,VBG,DT,am,wary,doing,this,3,1,FALSE,0
about,16,0.8125,DT,NN,IN,PRP,.,the,truth,him,.,13,0.8,FALSE,0
about,42,0.476190476,TO,VB,IN,WP,VBZ,to,worry,who,'s,20,1,FALSE,0
about,33,0.181818182,PRP,VBD,IN,VBG,NNS,you,said,allowing,people,6,1,FALSE,0
about,26,0.153846154,PRP,VBZ,IN,WRB,JJ,it,'s,how,many,4,0.6,FALSE,0
about,18,0.611111111,DT,VB,IN,JJ,NN,a,toss,physical,appearance,11,1,FALSE,0
about,14,0.714285714,RB,VBG,IN,VBG,NN,just,sitting,doing,nothing,10,1,FALSE,0
about,10,0.5,VBD,DT,IN,DT,NN,became,all,the,Entitlement,5,1,FALSE,0
about,13,0.307692308,NNP,NNP,IN,DT,NNS,Kevin,Barrett,some,errors,4,1,FALSE,0
about,16,0.4375,NN,NNS,IN,DT,NN,website,postings,the,legislation,7,1,FALSE,0
about,16,0.8125,JJ,JJ,IN,PRP,.,super,mad,it,.,13,0.8,FALSE,0
about,15,0.866666667,JJ,NNS,IN,NNS,STOP,different,claims,aliens,stop,13,0.8,FALSE,0
about,7,0.571428571,RB,VBG,IN,DT,NN,not,talking,this,year,4,1,FALSE,0
about,11,0.545454545,RB,JJ,IN,NNS,IN,as,much,murderers,in,6,1,FALSE,0
about,25,0.2,WRB,VBG,IN,NNP,:,when,talking,Islam,...,5,0.9,FALSE,0
about,12,0.416666667,RB,JJ,IN,DT,NN,rather,despondent,the,state,5,1,FALSE,0
about,14,0.285714286,RB,VBN,IN,DT,NN,not,heard,any,kind,4,1,FALSE,0
about,48,0.895833333,VBD,NN,IN,PRP$,JJ,mentioned,anything,your,current,43,1,FALSE,0
about,22,0.272727273,VBG,NNS,IN,PRP,CC,reading,alot,them,and,6,1,FALSE,0
about,9,0.333333333,VBP,VBG,IN,NNP,NNP,'re,talking,White,House,3,1,FALSE,0
about,10,0.6,TO,VB,IN,NN,RB,to,talk,anythiing,else,6,1,FALSE,0
about,21,0.428571429,NNP,NNP,IN,WRB,PRP,Larry,King,how,he,9,0.8,FALSE,0
about,7,0.428571429,RB,NN,IN,DT,NN,not,anything,the,move,3,1,FALSE,0
about,12,0.583333333,PRP$,NN,IN,RB,JJ,my,squadron,excessively,colorful,7,1,FALSE,0
about,24,0.833333333,JJ,NNS,IN,JJ,NNS,childish,questions,millisecond,anomolies,20,0.8,FALSE,0
about,20,0.8,IN,NN,IN,DT,JJ,of,noise,the,excessive,16,1,FALSE,0
about,7,0.428571429,VBD,RB,IN,DT,NN,was,also,a,blow,3,1,FALSE,0
about,8,0.5,RB,VBG,IN,JJ,NNS,not,talking,current,events,4,1,FALSE,0
about,36,0.111111111,NN,JJ,IN,DT,:,Nothing,funny,that,-,4,1,FALSE,0
about,19,0.631578947,VB,VBG,IN,DT,JJ,be,talking,the,huge,12,1,FALSE,0
about,28,0.607142857,NN,VBZ,IN,PRP$,NN,kind,remarks,their,child,17,1,FALSE,0
about,15,0.533333333,RB,VBD,IN,WP,VBD,really,cared,what,was,8,1,FALSE,0
about,28,0.357142857,NN,VBZ,IN,NN,JJR,scandal,is,nothing,more,10,0.8,FALSE,0
about,10,0.3,MD,VB,IN,VBG,RP,should,think,picking,up,3,1,FALSE,0
about,17,0.176470588,VB,VBG,IN,PRP,:,stop,worrying,it,...,3,1,FALSE,0
about,8,0.375,MD,VB,IN,DT,NN,can,read,the,case,3,1,FALSE,0
