'a few',13,0.38461538461538464,VBP,VBD,DT,NNS,WDT,5,1,1
about,14,0.7142857142857143,TO,VB,IN,PRP,RB,10,1,0
should,16,0.6875,:,WRB,MD,PRP,VB,11,0.6,0
know,17,0.7058823529411765,RB,RB,VB,NN,IN,12,0.8,0
'a few',14,0.14285714285714285,VBP,IN,DT,NNS,CC,2,0.8,1
think,24,0.125,VBP,RB,VB,PRP$,IN,3,1,1
know,6,0.16666666666666666,START,PRP,VBP,IN,VBZ,1,0.6,1
maybe,11,0.09090909090909091,START,CC,RB,PRP,VBD,1,1,1
some,40,0.15,EX,IN,DT,IN,DT,6,0.7,1
several,31,0.0967741935483871,NNS,VBD,JJ,CC,DT,3,1,1
like,15,0.13333333333333333,RB,PRP,VBP,TO,VB,2,1,0
should,8,0.25,JJ,NNS,MD,RB,VB,2,1,0
about,37,0.6216216216216216,DT,JJ,IN,PRP$,VBN,23,1,0
think,17,0.4117647058823529,CC,PRP,VBP,IN,DT,7,1,1
read,58,0.017241379310344827,START,PRP,VBP,DT,RB,1,1,0
totally,6,0.5,RB,CC,RB,VBP,.,3,1,0
believe,12,0.08333333333333333,START,PRP,VBP,DT,TO,1,1,1
most,17,0.23529411764705882,PRP,DT,RBS,IN,DT,4,0.6,0
really,11,0.45454545454545453,IN,PRP,RB,MD,VB,5,0.6,1
basic,50,0.06,VBD,DT,JJ,NNS,IN,3,0.7,0
could,21,0.3333333333333333,IN,NNP,MD,RB,VB,7,0.8,0
much,26,0.5769230769230769,VB,RB,RB,IN,DT,15,0.8,1
about,20,0.6,DT,JJS,IN,WP,PRP,12,1,0
often,43,0.5813953488372093,NNS,POS,RB,VBN,-LRB-,25,0.8,1
often,29,0.1724137931034483,CD,RB,RB,IN,PRP,5,0.6,1
some,47,0.8936170212765957,TO,VB,DT,NNS,IN,42,0.6,1
about,21,0.6666666666666666,TO,VB,IN,DT,NN,14,1,0
'I mean',7,0.0,START,START,PRP,NN,IN,0,0.8,1
know,11,0.09090909090909091,START,PRP,VBP,IN,NN,1,0.6,0
some,26,0.6153846153846154,RP,IN,DT,NN,IN,16,0.6,0
someone,38,0.15789473684210525,NN,WRB,NN,VBZ,NN,6,0.6,1
about,14,0.7142857142857143,VBD,RBR,IN,PRP$,NN,10,1,0
much,14,0.07142857142857142,START,RB,RB,IN,DT,1,0.8,0
think,15,0.06666666666666667,START,PRP,VBP,PRP,MD,1,0.8,1
think,9,0.1111111111111111,START,PRP,VBP,PRP$,JJ,1,1,1
should,10,0.5,NN,IN,MD,VB,VBN,5,0.8,0
like,31,0.3870967741935484,DT,NNS,IN,PRP,VBD,12,1,1
'sort of',33,0.12121212121212122,PRP,VBP,NN,IN,DT,4,1,1
somewhere,20,0.8,DT,NN,RB,IN,DT,16,0.6,1
about,35,0.7714285714285715,NN,:,IN,JJ,VBP,27,0.8,1
think,13,0.23076923076923078,VBP,RB,VB,IN,NN,3,1,1
some,6,0.3333333333333333,PRP,VBP,DT,JJ,NN,2,0.6,0
might,8,0.375,JJ,NN,MD,VB,DT,3,1,1
about,20,0.25,NN,VBD,IN,CD,NNS,5,0.6,1
almost,7,0.5714285714285714,NN,VBZ,RB,VBG,NN,4,0.8,1
some,18,0.16666666666666666,VBP,VBG,DT,MD,NN,3,0.6,0
'a bit',10,0.1,START,RB,DT,JJR,IN,1,1,1
about,8,0.5,MD,VB,IN,VB,CC,4,0.8,0
may,14,0.07142857142857142,START,PRP,MD,VB,IN,1,1,1
'I mean',13,0.0,START,START,PRP,RB,NNP,0,0.8,1
feel,17,0.11764705882352941,PRP,RB,VBP,IN,PRP,2,0.6,1
'a few',22,0.45454545454545453,VBD,VBD,DT,NNS,RB,10,0.8,1
could,16,0.8125,IN,PRP,MD,CC,RB,13,0.8,0
general,17,0.8823529411764706,DT,JJ,JJ,NN,STOP,15,1,1
about,6,0.3333333333333333,PRP,VBP,IN,TO,VB,2,0.8,1
much,7,0.5714285714285714,VBZ,RB,JJ,JJ,.,4,0.6,0
could,17,0.17647058823529413,RB,PRP,MD,VB,DT,3,0.6,0
remember,21,0.047619047619047616,START,PRP,VBP,IN,DT,1,0.8,0
find,47,0.7659574468085106,PRP,MD,VB,DT,JJ,36,1,0
necessarily,16,0.875,-LRB-,RB,RB,NNS,STOP,14,1,1
fair,4,0.25,START,DT,JJ,JJ,NN,1,0.8,0
hear,20,0.65,:,PRP,VBP,DT,JJ,13,0.6,1
about,17,0.23529411764705882,VBG,NNS,IN,IN,TO,4,0.8,0
might,20,0.25,NN,NN,MD,VB,DT,5,0.6,0
really,17,0.23529411764705882,IN,PRP,RB,VBD,RB,4,0.6,1
maybe,17,0.17647058823529413,PRP,VBD,RB,CD,NNS,3,1,1
really,10,0.3,NNP,NNP,RB,VBZ,DT,3,0.6,0
'a few',15,0.06666666666666667,START,NNP,DT,NNS,RB,1,0.8,1
like,23,0.7391304347826086,IN,NN,IN,NNP,NNP,17,1,1
know,9,0.3333333333333333,VBP,RB,VB,IN,CD,3,0.6,1
consider,37,0.8918918918918919,IN,PRP,VBP,NNS,VB,33,0.6,1
about,28,0.25,IN,PRP,IN,NNS,DT,7,0.8,0
fairly,19,0.15789473684210525,VBD,IN,RB,JJ,NNS,3,1,1
about,8,0.375,VBD,IN,IN,CD,JJ,3,1,1
'a bunch',35,0.8285714285714286,RB,VB,DT,IN,NNS,29,1,0
about,9,0.5555555555555556,RB,VBG,IN,VBN,NN,5,1,0
'kind of',6,0.3333333333333333,DT,VBD,NN,JJ,.,2,1,1
like,11,0.09090909090909091,START,PRP,VBP,DT,NNS,1,0.8,0
completely,3,0.6666666666666666,PRP,VBP,RB,STOP,STOP,2,1,0
expect,18,0.6111111111111112,CC,PRP,VBP,DT,JJ,11,1,0
really,11,0.5454545454545454,PRP,VBZ,RB,VBN,RB,6,0.8,1
feel,18,0.6666666666666666,VBG,PRP,VB,JJ,CC,12,1,0
some,33,0.48484848484848486,IN,VBG,DT,RB,JJ,16,0.6,1
possible,21,0.6190476190476191,WP$,JJ,JJ,NN,VBD,13,0.8,0
might,6,0.16666666666666666,START,PRP,MD,VB,DT,1,1,1
like,17,0.23529411764705882,VBN,VBG,IN,DT,NN,4,1,1
'look like',19,0.3684210526315789,VBG,TO,VB,DT,NN,7,0.8,1
about,13,0.3076923076923077,RB,NN,IN,DT,NN,4,0.8,0
some,10,0.3,EX,VBP,DT,WDT,VBP,3,0.6,0
about,12,0.25,VBP,VBG,IN,DT,JJ,3,1,0
about,21,0.8095238095238095,NNP,IN,RB,$,CD,17,1,1
most,21,0.38095238095238093,:,DT,RBS,JJ,TO,8,0.8,0
think,10,0.4,IN,PRP,VBP,PRP,VB,4,1,1
really,8,0.25,PRP,VBP,RB,JJ,IN,2,0.6,0
like,23,0.13043478260869565,CC,NNS,IN,PRP,VBP,3,1,1
about,8,0.375,IN,VBG,IN,NNS,RB,3,0.8,0
most,29,0.3448275862068966,IN,DT,RBS,NNS,IN,10,0.8,0
seem,10,0.1,START,NNS,VBP,RB,JJR,1,0.8,1
about,17,0.7647058823529411,DT,VBZ,IN,DT,NN,13,1,0
should,13,0.15384615384615385,DT,NN,MD,VB,JJ,2,0.8,1
about,18,0.4444444444444444,VB,RP,IN,VBG,DT,8,1,0
might,23,0.43478260869565216,NNS,WDT,MD,VB,JJ,10,0.8,1
about,22,0.7272727272727273,RB,VBG,IN,CD,NNS,16,1,1
feel,24,0.625,DT,WP,VBP,DT,NN,15,1,0
sure,23,0.08695652173913043,PRP,VBP,JJ,PRP$,NNS,2,0.7,1
believe,25,0.64,CC,PRP,VBP,IN,PRP$,16,1,1
possible,30,0.26666666666666666,VBZ,RB,JJ,PRP,MD,8,1,0
might,15,0.4,NNPS,IN,MD,RB,VB,6,0.8,1
sure,9,0.3333333333333333,VBP,RB,JJ,IN,DT,3,1,1
suggest,21,0.7142857142857143,NN,MD,VB,DT,NNS,15,0.6,1
'a bit',62,0.3870967741935484,VBP,RB,DT,RBR,JJ,24,0.8,1
may,6,0.16666666666666666,START,PRP,MD,RB,VB,1,1,1
could,10,0.2,CC,PRP,MD,VB,JJ,2,0.6,0
'I mean',20,0.0,START,START,PRP,RB,RB,0,0.8,1
some,11,0.18181818181818182,PRP,VBP,DT,NNS,WDT,2,0.8,1
about,7,0.2857142857142857,PRP,VBZ,IN,NN,IN,2,1,0
know,12,0.3333333333333333,VBP,RB,VB,WP,TO,4,0.8,0
some,15,0.2,VBP,VBN,DT,NNS,WRB,3,0.6,1
know,10,0.8,NNS,WP,VBP,NN,STOP,8,1,0
about,23,0.08695652173913043,IN,VBG,IN,CD,NNS,2,1,1
fair,24,0.4583333333333333,VBZ,RB,JJ,IN,DT,11,0.8,0
like,30,0.9,NNS,VBG,IN,NNS,.,27,1,1
think,18,0.7222222222222222,:,PRP,VBP,PRP$,NN,13,0.6,1
feel,8,0.625,PRP,MD,VB,VBN,.,5,0.8,0
think,5,0.2,START,PRP,VBP,IN,DT,1,1,1
most,9,0.4444444444444444,VBZ,DT,JJS,NN,IN,4,0.6,0
could,47,0.5106382978723404,WRB,PRP,MD,VB,RP,24,1,0
should,10,0.6,IN,WP,MD,VB,VBN,6,1,0
may,16,0.5625,DT,NNS,MD,VB,RB,9,0.8,1
like,14,0.42857142857142855,VBP,NNS,IN,IN,NN,6,1,1
like,12,0.08333333333333333,START,VBZ,IN,NNP,VBZ,1,1,1
totally,33,0.7575757575757576,TO,NN,RB,JJ,IN,25,1,0
basically,17,0.0,START,START,RB,PRP,VBP,0,1,1
assume,12,0.08333333333333333,START,LS,VB,DT,IN,1,1,1
could,21,0.47619047619047616,IN,PRP,MD,VB,PRP,10,1,0
understand,24,0.625,:,PRP,VBP,RB,VBG,15,0.6,0
could,21,0.5238095238095238,POS,NN,MD,VB,RB,11,0.8,1
really,14,0.21428571428571427,NN,WDT,RB,VBD,PRP,3,0.6,0
like,8,0.5,VBN,NN,IN,DT,:,4,1,1
about,99,0.26262626262626265,RB,JJ,IN,DT,NN,26,0.7,1
about,34,0.6176470588235294,JJ,JJ,IN,NN,:,21,0.7,1
'pretty much',8,0.5,VBZ,IN,RB,VBD,.,4,1,1
some,12,0.6666666666666666,NN,CC,DT,JJ,NNS,8,0.6,0
like,28,0.25,PRP,DT,IN,CC,PRP,7,0.6,0
consider,10,0.2,PRP,MD,VB,NNP,TO,2,0.6,1
think,14,0.07142857142857142,START,PRP,VBP,PRP,VB,1,1,1
could,27,0.6296296296296297,DT,JJ,MD,VB,PRP,17,0.6,0
like,11,0.36363636363636365,DT,NN,IN,NNPS,WRB,4,1,1
about,7,0.5714285714285714,-LRB-,VBG,IN,JJ,VBZ,4,0.8,0
about,26,0.23076923076923078,MD,VB,IN,NN,RB,6,1,0
could,32,0.625,POS,NN,MD,VB,VBG,20,1,1
like,18,0.8333333333333334,IN,PRP,VBP,PRP,JJR,15,1,0
know,9,0.5555555555555556,PRP,RB,VBP,DT,NN,5,0.8,0
find,22,0.6818181818181818,MD,RB,VB,NN,IN,15,1,0
about,28,0.21428571428571427,DT,NN,IN,DT,NN,6,1,0
could,16,0.1875,VBP,PRP,MD,VB,PRP$,3,0.8,0
about,14,0.2857142857142857,VBN,VBG,IN,JJ,NN,4,0.8,0
several,10,0.3,MD,VB,JJ,NNS,IN,3,1,1
may,28,0.8214285714285714,NN,PRP,MD,VB,NN,23,1,1
feel,31,0.7096774193548387,PRP,MD,VB,DT,JJ,22,1,0
know,27,0.8518518518518519,PRP,MD,VB,NN,IN,23,0.8,0
some,40,0.225,VBN,PRP$,DT,NNS,WDT,9,0.5,0
really,12,0.25,VBZ,RB,RB,DT,JJ,3,0.8,1
could,26,0.5,-RRB-,CC,MD,RB,VB,13,0.8,0
seem,27,0.07407407407407407,DT,NNS,VBP,TO,VB,2,0.8,1
'a few',37,0.6216216216216216,RB,VBD,DT,NNS,-RRB-,23,0.8,1
seem,14,0.07142857142857142,START,PRP,VBP,TO,VB,1,1,1
seem,28,0.32142857142857145,VB,NN,VBP,RBR,VBN,9,1,1
really,7,0.2857142857142857,PRP,VBP,RB,RB,JJ,2,1,1
find,12,0.16666666666666666,LS,RB,VBP,PRP,IN,2,1,1
might,6,0.16666666666666666,START,PRP,MD,VB,IN,1,0.8,1
like,10,0.2,PRP,VBZ,IN,IN,DT,2,0.6,1
about,34,0.7647058823529411,NN,JJ,IN,PRP$,NNS,26,1,0
probably,28,0.7857142857142857,PRP,VBP,RB,VBN,PRP,22,1,1
necessarily,25,0.68,VBZ,RB,RB,VB,TO,17,1,1
feel,14,0.14285714285714285,PRP,RB,VBP,IN,PRP$,2,1,1
know,16,0.6875,VBP,RB,VB,WP,TO,11,1,1
almost,30,0.06666666666666667,PRP,VBP,RB,RB,JJ,2,1,1
believe,17,0.7647058823529411,RB,JJ,VBP,PRP,PRP,13,0.6,0
most,23,0.6086956521739131,NN,VBD,JJS,IN,DT,14,0.6,1
