@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric
@attribute pos10 numeric
@attribute pos11 numeric
@attribute pos12 numeric
@attribute pos13 numeric
@attribute pos14 numeric
@attribute pos15 numeric
@attribute pos16 numeric
@attribute pos17 numeric
@attribute pos18 numeric
@attribute pos19 numeric
@attribute pos20 numeric
@attribute pos21 numeric
@attribute pos22 numeric
@attribute pos23 numeric
@attribute pos24 numeric
@attribute pos25 numeric
@attribute pos26 numeric
@attribute pos27 numeric
@attribute pos28 numeric
@attribute pos29 numeric
@attribute pos30 numeric
@attribute pos31 numeric
@attribute pos32 numeric
@attribute pos33 numeric
@attribute pos34 numeric
@attribute pos35 numeric
@attribute pos36 numeric
@attribute pos37 numeric
@attribute pos38 numeric
@attribute pos39 numeric
@attribute pos40 numeric
@attribute pos41 numeric
@attribute pos42 numeric
@attribute pos43 numeric
@attribute pos44 numeric
@attribute pos45 numeric
@attribute pos46 numeric
@attribute pos47 numeric
@attribute pos48 numeric
@attribute pos49 numeric
@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.06518,0.02139,0.0209,-0.00935,0.03596,-0.01646,0.02796,-0.03423,0.00213,0.05151,-0.00631,-0.00416,0.01353,0.00443,-0.05499,0.00296,-0.01718,-0.00277,-0.04367,0.01255,-0.03492,0.05104,-0.03473,-0.00363,0.00324,-0.01567,-0.00043,-0.03497,-0.06095,-0.02279,0.01206,0.08081,0.01874,-0.06152,0.03805,-0.00659,-0.05317,0.08911,-0.01201,-0.01022,0.06353,0.00168,0.01185,-0.06407,-0.03933,-0.05377,0.02003,-0.01706,0.0474,0.02357,most,4,0,START,START,RBS,NNS,VBP,0,1,1
0.08974,0.0616,-0.10063,0.05222,-0.08398,-0.04827,-0.0332,-0.06222,-0.06427,-0.11179,-0.01629,-0.04718,-0.1818,-0.0599,0.00252,0.16243,-0.08635,-0.0837,0.03053,-0.0702,-0.10023,-0.14349,0.21273,0.0941,0.06228,-0.0124,-0.01761,0.1151,0.00821,-0.07109,-0.0576,-0.03977,-0.04295,0.03837,-0.13161,0.08708,0.04704,-0.0075,0.11891,-0.07537,-0.02335,0.03183,-0.12808,0.07508,0.06316,0.04099,-0.11767,0.04627,0.0298,-0.03154,really,27,0.555555556,VBD,RB,RB,VB,TO,15,1,1
0.06518,0.02139,0.0209,-0.00935,0.03596,-0.01646,0.02796,-0.03423,0.00213,0.05151,-0.00631,-0.00416,0.01353,0.00443,-0.05499,0.00296,-0.01718,-0.00277,-0.04367,0.01255,-0.03492,0.05104,-0.03473,-0.00363,0.00324,-0.01567,-0.00043,-0.03497,-0.06095,-0.02279,0.01206,0.08081,0.01874,-0.06152,0.03805,-0.00659,-0.05317,0.08911,-0.01201,-0.01022,0.06353,0.00168,0.01185,-0.06407,-0.03933,-0.05377,0.02003,-0.01706,0.0474,0.02357,most,10,0.5,VBP,DT,RBS,VBG,NN,5,0.6,0
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,22,0.454545455,NN,IN,DT,JJ,NN,10,0.6,0
0.05163,0.06514,-0.06931,-0.02017,-0.06729,-0.00433,-0.00722,-0.04183,-0.02488,-0.03678,0.003,-0.07262,-0.10415,-0.0579,-0.02218,0.08196,-0.04743,-0.0612,0.04473,-0.0197,-0.09446,-0.07884,0.07785,0.08376,0.06198,-0.0321,-0.02187,0.09383,-0.04077,-0.02815,-0.05745,0.00749,-0.02995,0.00688,-0.06626,0.08886,0.00337,0.01146,0.08963,-0.07083,-0.00143,0.02153,-0.09276,0.02015,-0.01231,0.00092,-0.04052,0.01105,0.04917,-0.00639,may,7,0.285714286,DT,NNS,MD,VB,VBN,2,1,1
0.05079,-0.02597,-0.00327,0.00799,0.01733,-0.01662,-0.00345,0.00131,-0.00988,0.00813,-0.00978,0.01651,-0.00738,-0.01517,0.01018,0.00013,0.00127,0.01442,-0.00062,0.00031,-0.01222,0.00141,0.02609,-0.008,-0.01625,0.0018,0.01001,-0.00859,-0.00827,-0.01882,-0.00174,0.00848,0.01643,0.00168,-0.01193,0.02032,-0.01258,-0.00515,0.00824,0.00626,-0.01964,0.00931,-0.00821,0.0023,-0.00588,-0.00819,-0.01702,-0.01354,0.01136,-0.0136,hear,16,0.125,RB,PRP,VBP,DT,NN,2,0.8,0
-0.00414,0.11011,-0.05825,0.07077,-0.0364,-0.06654,0.00951,-0.05909,-0.08912,0.03233,0.03441,-0.05715,-0.14963,-0.04962,-0.06665,0.06434,-0.05053,-0.04934,-0.00596,0.02426,-0.09468,-0.03559,0.0599,0.00307,0.0823,-0.03295,0.065,0.02397,-0.0114,-0.07076,-0.02543,0.00664,0.00745,-0.02251,-0.03889,-0.01111,0.01315,0.0573,0.03461,-0.08084,-0.04297,0.0325,-0.02039,0.03427,0.04485,-0.00394,-0.06392,0.00382,0.04143,-0.02165,like,18,0.833333333,DT,NN,IN,DT,.,15,1,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,28,0.285714286,JJ,NNS,IN,DT,NN,8,1,0
0.08974,0.0616,-0.10063,0.05222,-0.08398,-0.04827,-0.0332,-0.06222,-0.06427,-0.11179,-0.01629,-0.04718,-0.1818,-0.0599,0.00252,0.16243,-0.08635,-0.0837,0.03053,-0.0702,-0.10023,-0.14349,0.21273,0.0941,0.06228,-0.0124,-0.01761,0.1151,0.00821,-0.07109,-0.0576,-0.03977,-0.04295,0.03837,-0.13161,0.08708,0.04704,-0.0075,0.11891,-0.07537,-0.02335,0.03183,-0.12808,0.07508,0.06316,0.04099,-0.11767,0.04627,0.0298,-0.03154,really,15,0.6,PRP,VBD,RB,PRP$,NN,9,1,1
-0.00955,-0.01269,-0.00031,0.00813,-0.01231,-0.01394,-0.02406,0.00025,0.00592,-0.00546,-0.00153,-0.00543,-0.00442,-0.00647,0.02782,-0.01477,0.01516,0.01847,0.0231,-0.00572,0.01852,-0.01817,0.02875,-0.00758,0.00446,0.0015,0.00087,0.01179,0.04499,0.02136,0.01211,-0.02759,0.00436,0.03208,-0.00805,0.00284,0.02873,-0.0339,0.00869,0.00566,-0.02616,0.01765,-0.01553,0.0317,0.0366,0.03394,-0.01853,0.0098,-0.01277,-0.00275,understand,12,0.416666667,MD,RB,VB,NNS,TO,5,0.8,0
0.03711,0.00722,-0.00099,-0.00492,0.01977,0.00236,-0.00707,-0.01486,-0.0038,-0.00338,-0.01915,0.00195,-0.02695,-0.0042,-0.00915,0.00661,-0.01895,-0.00646,-0.02297,-0.00485,-0.02301,0.00815,0.00883,0.02724,-0.01715,-0.01056,-0.0037,0.00519,-0.03607,-0.03053,-0.005,0.02062,0.00725,-0.01013,-0.00702,0.03217,-0.00976,0.03829,-0.001,-0.00566,0.01621,-0.00718,-0.01313,-0.01701,-0.01712,-0.02968,-0.00124,-0.00941,0.03152,0.00246,somewhere,33,0.545454545,CC,VBP,RB,IN,DT,18,0.6,0
-0.00414,0.11011,-0.05825,0.07077,-0.0364,-0.06654,0.00951,-0.05909,-0.08912,0.03233,0.03441,-0.05715,-0.14963,-0.04962,-0.06665,0.06434,-0.05053,-0.04934,-0.00596,0.02426,-0.09468,-0.03559,0.0599,0.00307,0.0823,-0.03295,0.065,0.02397,-0.0114,-0.07076,-0.02543,0.00664,0.00745,-0.02251,-0.03889,-0.01111,0.01315,0.0573,0.03461,-0.08084,-0.04297,0.0325,-0.02039,0.03427,0.04485,-0.00394,-0.06392,0.00382,0.04143,-0.02165,like,16,0.5625,WDT,VBD,IN,DT,NN,9,1,1
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,13,0.230769231,VBP,VBN,DT,IN,PRP$,3,0.8,0
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,16,0.5625,NNP,IN,DT,RB,VBD,9,0.6,0
0.02316,0.04626,-0.05054,-0.00778,-0.06302,0.00995,-0.02148,-0.03167,-0.03021,-0.07271,0.01132,-0.0511,-0.07763,-0.03061,0.01929,0.08273,-0.04712,-0.03663,0.04271,-0.05116,-0.03698,-0.09652,0.09804,0.06047,0.05474,-0.00111,-0.02822,0.08283,0.00522,0.00294,-0.03499,-0.0494,-0.04432,0.04202,-0.06433,0.03931,0.02378,-0.03178,0.07608,-0.02983,0.00726,0.00085,-0.07545,0.0453,0.0376,0.02702,-0.03597,0.02961,0.00304,-0.01751,could,11,0.090909091,START,PRP,MD,RB,VB,1,0.8,0
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,33,0.303030303,NN,VBG,DT,IN,DT,10,1,1
0.17246,-0.07844,0.00487,-0.05299,0.04692,-0.06325,-0.17998,-0.00405,0.00022,-0.22022,-0.12753,0.13282,0.10451,0.08428,0.13185,0.15914,-0.17751,-0.03147,-0.28811,-0.1489,0.09766,-0.14712,0.24156,0.09185,-0.05594,0.11456,-0.12264,-0.15043,0.05389,0.00321,-0.13653,-0.03848,-0.01193,-0.07445,-0.21882,-0.00442,-0.15645,0.16904,-0.09032,0.18033,0.38317,-0.02659,-0.15418,-0.09858,-0.06466,-0.06227,0.02866,0.01825,-0.04037,-0.05616,'a little',16,0.125,PRP,VBP,DT,NN,CC,2,1,0
-0.00414,0.11011,-0.05825,0.07077,-0.0364,-0.06654,0.00951,-0.05909,-0.08912,0.03233,0.03441,-0.05715,-0.14963,-0.04962,-0.06665,0.06434,-0.05053,-0.04934,-0.00596,0.02426,-0.09468,-0.03559,0.0599,0.00307,0.0823,-0.03295,0.065,0.02397,-0.0114,-0.07076,-0.02543,0.00664,0.00745,-0.02251,-0.03889,-0.01111,0.01315,0.0573,0.03461,-0.08084,-0.04297,0.0325,-0.02039,0.03427,0.04485,-0.00394,-0.06392,0.00382,0.04143,-0.02165,like,23,0.173913043,VBD,VBN,IN,PRP,DT,4,1,1
-0.00955,-0.01269,-0.00031,0.00813,-0.01231,-0.01394,-0.02406,0.00025,0.00592,-0.00546,-0.00153,-0.00543,-0.00442,-0.00647,0.02782,-0.01477,0.01516,0.01847,0.0231,-0.00572,0.01852,-0.01817,0.02875,-0.00758,0.00446,0.0015,0.00087,0.01179,0.04499,0.02136,0.01211,-0.02759,0.00436,0.03208,-0.00805,0.00284,0.02873,-0.0339,0.00869,0.00566,-0.02616,0.01765,-0.01553,0.0317,0.0366,0.03394,-0.01853,0.0098,-0.01277,-0.00275,understand,10,0.1,START,PRP,VBP,PRP$,NN,1,0.8,0
0.06518,0.02139,0.0209,-0.00935,0.03596,-0.01646,0.02796,-0.03423,0.00213,0.05151,-0.00631,-0.00416,0.01353,0.00443,-0.05499,0.00296,-0.01718,-0.00277,-0.04367,0.01255,-0.03492,0.05104,-0.03473,-0.00363,0.00324,-0.01567,-0.00043,-0.03497,-0.06095,-0.02279,0.01206,0.08081,0.01874,-0.06152,0.03805,-0.00659,-0.05317,0.08911,-0.01201,-0.01022,0.06353,0.00168,0.01185,-0.06407,-0.03933,-0.05377,0.02003,-0.01706,0.0474,0.02357,most,35,0.514285714,NN,:,JJS,IN,DT,18,1,1
0.04571,0.01255,-0.0519,0.04688,-0.02397,-0.042,-0.04154,-0.00167,-0.02399,-0.01092,0.00178,-0.01197,-0.0929,-0.03303,0.00195,0.05441,-0.02632,-0.01364,0.03427,0.00543,-0.04161,-0.04102,0.09325,0.01891,0.02957,-0.01341,0.01895,0.03135,0.03493,-0.03405,-0.03086,-0.03399,0.02295,0.04906,-0.04957,0.05436,0.02687,-0.0212,0.04558,-0.00462,-0.08884,0.02224,-0.05134,0.07156,0.0197,0.01588,-0.08421,0.02541,0.02303,-0.03875,find,15,0.733333333,CC,NN,VBP,CD,RB,11,0.8,0
