know,14,0.21428571428571427,VBP,RB,VB,WRB,PRP,do,n't,where,you,3,0.6,true,0.0
basic,15,0.7333333333333333,IN,DT,JJ,NN,NN,with,some,metalworking,equipment,11,1.0,false,1.0
find,29,0.7931034482758621,PRP,MD,VB,NN,JJ,I,'ll,anything,mean,23,0.6,false,0.0
much,9,0.4444444444444444,RB,VBG,RB,NN,IN,not,having,success,with,4,0.8,false,1.0
really,13,0.23076923076923078,VBP,RB,RB,IN,DT,'m,never,in,a,3,1.0,false,1.0
some,5,0.4,PRP,VBD,DT,NNS,NN,I,concentrated,peoples,attention,2,0.6,false,1.0
really,12,0.25,VBP,RB,RB,VB,DT,do,n't,want,the,3,1.0,true,1.0
some,53,0.018867924528301886,START,IN,DT,NN,PRP,start,For,reason,you,1,0.6,false,0.0
'kind of',21,0.8095238095238095,TO,DT,NN,NN,.,to,this,thing,.,17,0.75,false,0.0
know,14,0.6428571428571429,VBP,RB,VB,WRB,TO,do,n't,how,to,9,0.75,true,0.0
know,91,0.27472527472527475,FW,FW,VBP,IN,FW,i,dont,if,i,25,0.5,false,0.0
'they said',22,0.5909090909090909,TO,WP,PRP,VBZ,JJ,to,what,is,black-on-white,13,0.5,false,0.0
possible,5,0.4,VBZ,IN,JJ,IN,PRP,Is,that,for,you,2,1.0,false,0.0
read,17,0.17647058823529413,VBP,RB,VB,PRP$,NN,have,not,his,father,3,1.0,true,1.0
much,16,0.875,IN,RB,JJ,NN,STOP,in,so,pain,stop,14,0.8,false,0.0
know,26,0.07692307692307693,VB,PRP,VB,IN,PRP,Let,me,if,you,2,0.8,false,0.0
believe,43,0.46511627906976744,CC,PRP,VBP,IN,DT,but,I,that,the,20,0.8,false,1.0
most,8,0.25,PRP,VBP,JJS,NNS,VBP,I,think,people,are,2,0.6,false,0.0
most,9,0.1111111111111111,START,RB,RBS,NN,CC,start,Presently,paper,and,1,0.75,false,1.0
find,28,0.8571428571428571,PRP,MD,VB,IN,DT,you,can,among,the,24,1.0,false,0.0
really,20,0.35,NN,VBZ,RB,RB,JJ,license,is,quite,easy,7,0.5,false,0.0
know,8,0.125,START,PRP,VBP,DT,JJ,start,I,a,few,1,0.8,false,0.0
imagine,12,0.25,MD,RB,VB,VBG,TO,ca,n't,trying,to,3,0.8,true,0.0
some,12,0.4166666666666667,VBG,IN,DT,NNP,POS,saying,that,Dem,'s,5,0.6,false,0.0
fair,15,0.4,IN,DT,JJ,JJ,NN,with,the,balanced,line,6,0.8,false,0.0
could,13,0.6153846153846154,VB,PRP,MD,VB,PRP,know,I,see,it,8,0.6,false,0.0
really,7,0.2857142857142857,UH,NNPS,RB,VBD,NNP,Oh,Massachusettes,showed,President,2,0.6,false,1.0
'I mean',11,0.0,START,START,PRP,:,PRP$,start,start,-,my,0,1.0,false,1.0
really,9,0.5555555555555556,IN,DT,RB,JJ,NN,like,a,horrible,situation,5,1.0,false,0.0
could,20,0.75,IN,PRP,MD,RB,VB,that,we,completely,destroy,15,1.0,false,0.0
fair,10,0.7,RB,VBN,JJ,NN,.,always,been,gameBWAHAHAHAA,!,7,0.8,false,0.0
know,28,0.8928571428571429,IN,PRP,VBP,DT,JJ,like,we,each,other,25,1.0,false,0.0
'kind of',28,0.03571428571428571,START,PRP,RB,VBN,IN,start,He,looked,at,1,0.8,false,1.0
believe,35,0.45714285714285713,PRP,VBP,VB,IN,NNP,I,do,that,Nick,16,1.0,false,1.0
some,35,0.8571428571428571,NNS,VBG,DT,NN,IN,soliders,being,type,of,30,0.6,false,0.0
some,20,0.6,NN,IN,DT,IN,DT,confiscation,of,for,the,12,0.5,false,0.0
could,12,0.5,DT,NNP,MD,VB,DT,the,USA,absorb,another,6,0.6,false,0.0
feel,38,0.07894736842105263,VBP,RB,VB,RB,JJ,do,n't,particularly,bad,3,1.0,true,0.0
find,16,0.125,MD,RB,VB,DT,JJ,Could,not,any,real,2,0.5,true,0.0
find,42,0.047619047619047616,PRP,MD,VB,NNS,IN,I,can,lots,of,2,1.0,false,0.0
much,47,0.3617021276595745,RB,VBG,JJ,IN,PRP,not,hearing,about,it,17,1.0,false,1.0
really,12,0.08333333333333333,START,PRP,RB,JJ,VBP,start,I,dont,think,1,1.0,false,1.0
could,17,0.4117647058823529,CD,NNS,MD,VB,DT,48,hours,determine,the,7,1.0,false,1.0
could,18,0.5,CC,PRP,MD,VB,JJR,and,they,put,more,9,1.0,false,0.0
find,15,0.6,:,PRP,VB,PRP$,NNS,:,We,your,actions,9,1.0,false,1.0
could,10,0.2,CC,PRP,MD,VB,JJ,Or,we,poke,sharp,2,0.6,false,0.0
much,9,0.2222222222222222,RB,WRB,JJ,NN,PRP,Regardless,how,money,they,2,0.8,false,1.0
believe,29,0.20689655172413793,VBP,RB,VB,EX,VBZ,do,n't,there,is,6,0.6,true,1.0
most,12,0.5,IN,DT,RBS,VBN,NNS,of,the,accepted,practices,6,0.8,false,0.0
most,6,0.5,MD,VB,RBS,NNS,.,should,cover,losses,.,3,0.75,false,1.0
general,10,0.4,IN,DT,JJ,NN,VBZ,of,the,public,is,4,1.0,false,1.0
read,6,0.6666666666666666,IN,PRP,VBP,PRP,STOP,As,I,it,stop,4,0.6,false,1.0
'I mean',53,0.0,START,START,PRP,WP,VBZ,start,start,whoever,wins,0,0.75,false,1.0
somewhere,21,0.7619047619047619,IN,NN,RB,IN,DT,for,religion,below,the,16,1.0,false,1.0
much,30,0.4,VBP,VB,JJ,NN,RB,doesnt,hold,power,anyway,12,0.8,false,0.0
some,5,0.4,VB,IN,DT,NN,.,dole,in,fashion,.,2,0.6,false,1.0
most,4,0.5,IN,DT,JJS,NN,STOP,In,the,part,stop,2,0.8,false,0.0
know,28,0.6071428571428571,IN,PRP,VBP,IN,NN,if,they,of,someone,17,1.0,false,0.0
could,44,0.22727272727272727,VB,PRP,MD,VB,VBG,think,I,cope,having,10,0.8,false,0.0
some,14,0.21428571428571427,RB,VBP,DT,IN,DT,mistakenly,believe,of,the,3,0.6,false,1.0
much,8,0.125,START,RB,RB,IN,PRP,start,So,for,him,1,0.8,false,1.0
general,50,0.1,DT,JJ,JJ,NN,NN,the,whole,discussion,section,5,1.0,false,1.0
much,37,0.3783783783783784,IN,DT,JJ,JJR,NN,into,a,worse,environment,14,1.0,false,0.0
somebody,28,0.75,JJ,RB,NN,RB,VBD,free,then,else,had,21,1.0,false,1.0
believe,15,0.6,RB,NN,VB,IN,CC,not,everyone,in,or,9,0.6,false,0.0
believe,14,0.7142857142857143,NNS,PRP,VBP,TO,VB,laws,they,to,be,10,0.75,false,1.0
'I would say',16,0.0625,START,RB,PRP,PRP,VB,start,Then,you,deserve,1,1.0,false,1.0
could,9,0.2222222222222222,NNP,NNP,MD,VB,DT,Ron,Paul,turn,the,2,0.75,false,0.0
find,35,0.7428571428571429,WRB,PRP,VBP,RP,WRB,when,they,out,how,26,0.666666666667,false,0.0
someone,7,0.14285714285714285,START,IN,NN,WDT,VBD,start,For,that,made,1,0.666666666667,false,0.0
some,21,0.8571428571428571,VB,IN,DT,NN,.,starve,in,cave,.,18,0.8,false,0.0
believe,19,0.8947368421052632,JJ,CC,VB,PRP,STOP,selfish,and,me,stop,17,1.0,false,0.0
much,29,0.2413793103448276,VBN,WRB,RB,DT,NN,answered,how,an,asylum,7,1.0,false,1.0
could,59,0.6101694915254238,CC,PRP,MD,VB,JJ,and,we,get,alot,36,0.8,false,0.0
some,25,0.2,MD,VB,DT,JJ,NNS,should,be,anti-bullying,days,5,1.0,false,0.0
might,20,0.55,CC,RB,MD,VB,DT,and,elsewhere,enjoy,the,11,0.8,false,1.0
understand,24,0.625,:,PRP,VBP,RB,VBG,...,I,just,blaming,15,0.5,false,0.0
much,18,0.2777777777777778,VB,DT,JJ,RB,IN,cheat,that,anymore,because,5,0.5,false,0.0
read,23,0.043478260869565216,START,VBG,VBN,IN,DT,start,Having,through,the,1,0.8,false,0.0
some,11,0.45454545454545453,TO,VB,DT,VBZ,IN,to,see,cites,on,5,0.6,false,0.0
feel,23,0.6521739130434783,VBD,RB,VB,DT,JJ,did,not,the,public,15,0.6,true,1.0
know,15,0.2,VBP,RB,VB,RB,TO,do,not,enough,to,3,0.75,true,0.0
possible,30,0.16666666666666666,VBZ,RB,JJ,IN,DT,'s,also,that,the,5,0.666666666667,false,1.0
could,15,0.4666666666666667,NN,NN,MD,VB,TO,climate,change,lead,to,7,0.8,false,1.0
someone,12,0.5,RBR,VBG,NN,NN,VBP,more,seeing,type,suck,6,0.6,false,1.0
much,21,0.19047619047619047,VBP,RB,JJ,IN,CD,spend,as,as,90,4,0.6,false,0.0
'look like',7,0.42857142857142855,VBZ,NNP,VB,NNP,.,makes,Bush,Goldwater,.,3,1.0,false,1.0
understand,84,0.11904761904761904,IN,PRP,VBP,PRP,-RRB-,as,I,it,-RRB-,10,0.6,false,1.0
know,12,0.08333333333333333,START,PRP,VBP,PRP,VBP,start,You,I,love,1,0.6,false,0.0
much,7,0.5714285714285714,VBN,RB,JJ,PRP,.,said,as,himself,.,4,0.5,false,0.0
really,9,0.5555555555555556,VBN,PRP,RB,VBZ,JJ,indoctrinated,it,is,sad,5,0.5,false,0.0
someone,13,0.15384615384615385,PRP,VBP,NN,RB,MD,I,hope,else,can,2,0.666666666667,false,0.0
know,15,0.26666666666666666,PRP,VB,VB,CC,RB,I,dont,and,then,4,0.8,false,0.0
really,8,0.5,IN,DT,RB,JJ,NN,into,some,dodgy,terroritory,4,1.0,false,0.0
know,22,0.6363636363636364,CC,FW,VBP,IN,NN,and,i,about,parenting,14,0.75,false,0.0
understand,15,0.2,VBP,RB,VB,WP,VBZ,do,n't,what,drives,3,1.0,true,0.0
know,7,0.7142857142857143,RB,RB,VB,PRP,STOP,n't,already,it,stop,5,0.5,false,0.0
most,26,0.11538461538461539,IN,DT,RBS,JJ,NNS,of,the,horrific,choices,3,1.0,false,0.0
someone,21,0.6190476190476191,RB,RB,NN,MD,VB,not,there,would,be,13,0.666666666667,false,1.0
imagine,15,0.9333333333333333,PRP,MD,VB,STOP,STOP,you,can,stop,stop,14,0.5,false,0.0
understand,9,0.1111111111111111,START,PRP,VBP,RB,IN,start,I,though,at,1,0.8,false,0.0
know,10,0.3,VBP,RB,VB,WP,PRP$,do,not,what,her,3,0.5,true,0.0
really,36,0.05555555555555555,PRP,VBD,RB,JJ,IN,I,was,close,with,2,0.8,false,0.0
could,13,0.38461538461538464,DT,NN,MD,RB,VB,the,measure,even,apply,5,0.75,false,1.0
some,20,0.55,PRP,VBD,DT,JJ,NNS,I,recieved,supportive,replies,11,0.666666666667,false,0.0
some,5,0.4,VB,IN,DT,NN,.,dole,in,fashion,.,2,0.6,false,0.0
read,4,0.75,JJ,PRP,VBP,STOP,STOP,last,I,stop,stop,3,0.8,false,1.0
much,27,0.7037037037037037,RB,RB,JJ,IN,NN,not,so,in,regard,19,0.75,false,1.0
much,14,0.5714285714285714,NNS,RB,RB,IN,DT,corporations,too,in,a,8,0.6,false,1.0
know,11,0.09090909090909091,START,PRP,VBP,DT,NN,start,I,the,capital,1,1.0,false,0.0
most,18,0.16666666666666666,NNP,VBZ,JJS,IN,PRP$,Earth,receives,of,its,3,0.6,false,1.0
some,18,0.2777777777777778,RB,VB,DT,NN,TO,somehow,find,way,to,5,0.8,false,0.0
some,10,0.2,EX,VBZ,DT,NN,IN,There,is,question,as,2,0.6,false,0.0
some,49,0.16326530612244897,TO,VB,DT,NN,TO,to,scale,sasquatch,to,8,0.8,false,0.0
much,21,0.047619047619047616,START,RB,RB,IN,IN,start,SO,so,that,1,1.0,false,0.0
someone,39,0.46153846153846156,VBG,IN,NN,WP,VBZ,dealing,with,who,has,18,0.6,false,1.0
really,14,0.14285714285714285,PRP,VBZ,RB,RB,JJ,It,'s,just,sad,2,0.8,false,1.0
believe,8,0.125,START,PRP,VBP,DT,VBZ,start,I,that,is,1,1.0,false,1.0
know,25,0.04,START,PRP,VBP,PRP,VBZ,start,I,it,'s,1,1.0,false,1.0
really,11,0.09090909090909091,START,PRP,RB,VBP,TO,start,You,have,to,1,1.0,false,1.0
most,22,0.6363636363636364,DT,NN,RBS,NNS,VBP,the,fact,Christians,are,14,0.6,false,1.0
some,9,0.1111111111111111,START,VB,DT,IN,DT,start,Ask,of,the,1,0.5,false,0.0
read,22,0.09090909090909091,PRP,VBP,VBN,IN,WRB,I,have,of,how,2,0.6,false,1.0
could,22,0.22727272727272727,NN,VBZ,MD,-LRB-,RB,life,pricks,-LRB-,almost,5,0.5,false,0.0
someone,9,0.1111111111111111,START,VB,NN,RB,POS,start,Find,else,'s,1,0.5,false,0.0
general,39,0.6923076923076923,IN,DT,JJ,NN,IN,for,the,wording,of,27,1.0,false,1.0
really,25,0.2,VB,NNP,RB,VBZ,RB,think,Beck,cares,right,5,1.0,false,1.0
really,7,0.2857142857142857,UH,NNPS,RB,VBD,NNP,Oh,Massachusettes,showed,President,2,0.5,false,0.0
might,22,0.7727272727272727,NNS,CC,MD,VB,VBN,protests,and,be,accused,17,1.0,false,1.0
much,13,0.15384615384615385,PRP,VBP,RB,JJR,TO,They,are,closer,to,2,0.8,false,1.0
know,9,0.3333333333333333,VBP,RB,VB,NN,IN,do,n't,anything,about,3,1.0,true,0.0
most,9,0.0,START,START,RBS,DT,NN,start,start,every,vet,0,0.666666666667,false,1.0
most,22,0.5,VB,DT,RBS,JJ,NN,prove,the,shocking,evidence,11,1.0,false,0.0
basic,27,0.5185185185185185,JJ,DT,JJ,NN,NN,such,a,health,care,14,0.6,false,1.0
could,18,0.6666666666666666,NN,NNP,MD,RB,VB,husband,Denis,not,be,12,0.6,false,1.0
someone,14,0.7857142857142857,CC,IN,NN,NN,.,or,with,recuperating,.,11,0.666666666667,false,0.0
most,30,0.6333333333333333,VBP,PRP,RBS,IN,DT,need,it,at,the,19,0.75,false,0.0
some,39,0.28205128205128205,RB,RB,DT,JJ,NN,just,so,poor,fool,11,0.8,false,1.0
know,15,0.13333333333333333,PRP,VBP,VB,IN,NNS,I,do,of,people,2,1.0,false,0.0
possible,15,0.2,MD,VB,JJ,TO,VB,should,be,to,measure,3,0.6,false,1.0
'sort of',27,0.07407407407407407,PRP,VBD,NN,VBN,IN,I,was,conned,into,2,0.8,false,1.0
understand,11,0.45454545454545453,IN,PRP,VBP,PRP$,NN,if,I,your,point,5,0.8,false,0.0
could,10,0.1,START,PRP,MD,RB,VB,start,He,not,be,1,0.8,false,1.0
most,23,0.43478260869565216,NN,JJ,JJS,IN,PRP,Im,sure,of,you,10,0.6,false,1.0
someone,18,0.6111111111111112,VB,IN,NN,RB,POS,pay,for,else,'s,11,0.6,false,1.0
hear,22,0.13636363636363635,VBD,RB,VB,IN,NNS,did,n't,about,deficits,3,1.0,true,1.0
hear,11,0.09090909090909091,START,PRP,VBP,NN,VBZ,start,I,cuba,is,1,0.8,false,1.0
really,11,0.2727272727272727,VBP,RB,RB,VBN,IN,have,n't,thought,about,3,1.0,true,1.0
could,8,0.125,START,PRP,MD,VB,DT,start,You,kill,an,1,0.8,false,1.0
read,32,0.125,RB,VB,VB,DT,NN,just,re,the,PDF,4,0.75,false,0.0
know,11,0.36363636363636365,VBP,RB,VB,WP,PRP,do,not,what,you,4,0.6,true,0.0
read,21,0.0,START,START,VB,PRP$,JJ,start,start,my,several,0,0.6,false,0.0
some,28,0.10714285714285714,NN,IN,DT,JJ,VBG,day,before,chavvy,looking,3,1.0,false,0.0
know,15,0.6,VBZ,RB,VB,NN,VBZ,does,n't,he/she,is,9,0.6,true,1.0
feel,18,0.05555555555555555,START,CC,VB,JJ,TO,start,But,free,to,1,0.6,false,0.0
someone,12,0.4166666666666667,NN,:,NN,VBD,TO,child,...,forgot,to,5,0.666666666667,false,0.0
some,9,0.6666666666666666,CC,VBD,DT,NNS,.,and,asked,questions,.,6,1.0,false,0.0
could,16,0.3125,IN,NNP,MD,VB,VBN,of,Japan,have,seen,5,0.6,false,1.0
someone,19,0.631578947368421,NN,IN,NN,WDT,JJ,idiocy,of,that,poor,12,0.8,false,1.0
most,30,0.2,VB,IN,JJS,NNS,CC,stand,on,issues,and,6,1.0,false,1.0
some,13,0.23076923076923078,VBD,RB,DT,JJ,NN,was,not,wonderful,man,3,0.666666666667,true,0.0
really,12,0.5833333333333334,VBP,VBG,RB,JJ,TO,are,working,hard,to,7,1.0,false,0.0
fair,13,0.7692307692307693,DT,VBZ,JJ,RB,.,that,'s,enough,.,10,0.8,false,0.0
feel,18,0.16666666666666666,DT,NN,VBP,DT,NN,this,country,the,need,3,0.8,false,1.0
might,30,0.8666666666666667,JJ,DT,MD,VB,DT,sorry,this,be,a,26,0.6,false,1.0
know,6,0.16666666666666666,START,PRP,VBP,WP,DT,start,I,what,the,1,0.6,false,0.0
could,37,0.5675675675675675,NN,WP,MD,VB,DT,family,who,have,the,21,0.6,false,0.0
believe,34,0.8235294117647058,VBD,RB,VB,PRP,MD,did,not,they,would,28,0.6,true,1.0
someone,50,0.78,PRP,VBP,NN,TO,VB,you,need,to,take,39,0.6,false,1.0
believe,17,0.35294117647058826,VBP,RB,VB,PRP,VB,do,n't,it,cuz,6,0.8,true,1.0
much,36,0.75,NN,WRB,RB,IN,NN,time,when,of,frontier,27,0.75,false,1.0
could,19,0.2631578947368421,IN,CD,MD,VB,VBN,of,2007,be,amended,5,0.8,false,1.0
some,15,0.06666666666666667,START,RB,DT,IN,DT,start,Maybe,of,the,1,0.75,false,1.0
could,16,0.3125,IN,NNP,MD,VB,VBN,of,Japan,have,seen,5,1.0,false,1.0
know,23,0.6521739130434783,VBD,RB,VB,IN,PRP,did,n't,if,they,15,0.6,true,1.0
feel,14,0.35714285714285715,PRP$,NN,VBP,IN,PRP,your,OH,that,you,5,0.6,false,1.0
much,12,0.4166666666666667,JJ,WRB,RB,PRP,MD,sure,how,he,can,5,0.6,false,1.0
really,15,0.3333333333333333,VB,PRP,RB,JJ,WRB,find,it,funny,when,5,0.6,false,0.0
much,15,0.3333333333333333,VBN,RB,JJ,NN,CC,reqired,so,training,and,5,0.6,false,1.0
could,15,0.4,IN,PRP,MD,VB,NN,that,they,complete,SEAL,6,1.0,false,0.0
could,4,0.25,START,PRP,MD,VB,JJ,start,I,be,wrong,1,1.0,false,1.0
could,20,0.5,NN,CC,MD,RB,VB,candidate,and,easily,kick,10,1.0,false,0.0
know,22,0.22727272727272727,VBP,RB,VB,WRB,TO,do,n't,how,to,5,0.6,true,1.0
know,17,0.058823529411764705,START,PRP,VBP,DT,JJ,start,I,a,few,1,1.0,false,0.0
most,20,0.75,NNS,IN,JJS,IN,DT,people,in,of,the,15,1.0,false,1.0
really,6,0.16666666666666666,START,NNP,RB,VBZ,DT,start,Obama,has,no,1,1.0,false,1.0
believe,10,0.2,PRP,RB,VBP,DT,JJ,I,also,the,public,2,0.8,false,1.0
really,4,0.25,START,PRP,RB,VBP,.,start,I,am,.,1,0.8,false,1.0
some,26,0.3076923076923077,NN,IN,DT,IN,PRP,fact,that,of,them,8,0.8,false,1.0
read,28,0.03571428571428571,START,PRP,VBP,CD,IN,start,I,one,on,1,1.0,false,1.0
some,3,0.3333333333333333,START,IN,DT,NN,STOP,start,At,point,stop,1,0.6,false,0.0
know,22,0.2727272727272727,VBD,RB,VB,WRB,JJ,did,not,how,many,6,0.8,true,0.0
believe,13,0.38461538461538464,NNS,PRP,VBP,PRP,JJ,DOMUS,I,it,own,5,0.6,false,1.0
really,47,0.7446808510638298,PRP,RB,RB,VBN,NN,I,never,paid,attention,35,1.0,false,1.0
most,19,0.6842105263157895,NN,IN,JJS,IN,DT,sector,for,of,the,13,0.6,false,1.0
someone,8,0.25,PRP,VBD,NN,TO,VB,You,asked,to,prove,2,0.8,false,0.0
'sort of',39,0.8974358974358975,VB,DT,NN,NN,.,achieve,some,degree,.,35,1.0,false,0.0
know,24,0.125,JJS,PRP,VBP,PRP,VBP,least,I,I,'ve,3,1.0,false,0.0
most,11,0.7272727272727273,VBP,DT,RBS,JJ,NNS,hire,the,qualified,applicants,8,1.0,false,0.0
some,13,0.23076923076923078,RB,VBZ,DT,NN,IN,also,attends,kind,of,3,0.6,false,1.0
someone,63,0.2857142857142857,PRP,WRB,NN,VB,DT,it,when,ask,these,18,0.8,false,0.0
believe,37,0.2702702702702703,VBN,TO,VB,VBZ,DT,come,to,is,the,10,0.75,false,1.0
could,15,0.4,VBP,PRP,MD,VB,VBG,know,he,be,doing,6,1.0,false,1.0
sometimes,69,0.4782608695652174,PRP,VBZ,RB,RB,WRB,it,'s,better,when,33,0.8,false,1.0
feel,10,0.3,VBD,RB,VB,JJ,VBN,did,n't,hard,done,3,0.6,true,1.0
could,11,0.09090909090909091,START,PRP,MD,VB,DT,start,You,buy,a,1,0.6,false,0.0
